股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,975000.0,0.78,1748000.0,-773000.0,減碼
1477,聚陽實業,433000.0,1.03,433000.0,0.0,持平
1519,華城電機,19000.0,0.18,37000.0,-18000.0,減碼
1605,華新麗華,1174000.0,0.42,2118000.0,-944000.0,減碼
2059,川湖科技,34000.0,1.29,19000.0,15000.0,加碼
2308,台達電子工業,160000.0,3.15,160000.0,0.0,持平
2313,已清倉,0.0,,0.0,0.0,持平
2317,鴻海精密工業,311000.0,0.71,561000.0,-250000.0,減碼
2327,已清倉,0.0,,0.0,0.0,持平
2330,台灣積體電路製造,1144000.0,26.28,1144000.0,0.0,持平
2344,華邦電子,1579000.0,1.57,1579000.0,0.0,持平
2345,智邦科技,128000.0,2.79,79000.0,49000.0,加碼
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,100000.0,2.23,100000.0,0.0,持平
2368,金像電子（股）公司,152000.0,1.96,125000.0,27000.0,加碼
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,171000.0,0.58,299000.0,-128000.0,減碼
2383,台光電子材料,37000.0,1.56,37000.0,0.0,持平
2395,研華,291000.0,1.12,523000.0,-232000.0,減碼
2408,南亞科技,399000.0,0.93,399000.0,0.0,持平
2412,中華電信,1226000.0,1.84,1673000.0,-447000.0,減碼
2449,已清倉,0.0,,0.0,0.0,持平
2454,聯發科技,149000.0,2.95,109000.0,40000.0,加碼
2881,富邦金融控股,705000.0,0.68,1258000.0,-553000.0,減碼
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,918000.0,0.54,1631000.0,-713000.0,減碼
3017,奇鋐科技,58000.0,1.49,43000.0,15000.0,加碼
3036,已清倉,0.0,,0.0,0.0,持平
3037,欣興電子,53000.0,0.36,53000.0,0.0,持平
3105,穩懋半導體,559000.0,2.76,559000.0,0.0,持平
3189,景碩科技,349000.0,1.48,349000.0,0.0,持平
3231,已清倉,0.0,,0.0,0.0,持平
3264,欣銓科技,327000.0,0.68,609000.0,-282000.0,減碼
3293,鈊象電子,93000.0,0.77,164000.0,-71000.0,減碼
3529,力旺電子,27000.0,1.01,27000.0,0.0,持平
3533,嘉澤端子工業,66000.0,1.73,66000.0,0.0,持平
3653,健策精密工業,35000.0,1.61,35000.0,0.0,持平
3661,世芯電子,33000.0,1.17,33000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,154000.0,4.0,114000.0,40000.0,加碼
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,248000.0,1.22,248000.0,0.0,持平
4749,新應材,117000.0,1.18,117000.0,0.0,持平
4904,遠傳電信,532000.0,0.56,951000.0,-419000.0,減碼
4958,臻鼎科技控股,111000.0,0.31,202000.0,-91000.0,減碼
5274,已清倉,0.0,,0.0,0.0,持平
6223,旺矽科技,55000.0,2.8,49000.0,6000.0,加碼
6239,力成科技,268000.0,0.62,468000.0,-200000.0,減碼
6274,已清倉,0.0,,0.0,0.0,持平
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,132000.0,0.4,241000.0,-109000.0,減碼
6442,光紅建聖,57000.0,1.32,57000.0,0.0,持平
6488,環球晶圓,142000.0,0.81,267000.0,-125000.0,減碼
6515,穎崴科技,10000.0,1.0,1000.0,9000.0,加碼
6669,緯穎科技服務,52000.0,2.14,52000.0,0.0,持平
6781,AES Holding Co Ltd,69000.0,0.75,101000.0,-32000.0,減碼
6789,采鈺科技,560000.0,2.54,422000.0,138000.0,加碼
6805,富世達,155000.0,3.12,118000.0,37000.0,加碼
7769,鴻勁精密,28000.0,1.32,20000.0,8000.0,加碼
8046,南亞電路板,422000.0,3.06,279000.0,143000.0,加碼
8210,勤誠興業,92000.0,1.01,92000.0,0.0,持平
8299,群聯電子,92000.0,1.66,92000.0,0.0,持平
8996,高力熱處理工業,96000.0,1.17,96000.0,0.0,持平
