股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,378000.0,0.29,455000.0,-77000.0,減碼
1477,聚陽實業,433000.0,1.02,433000.0,0.0,持平
1519,華城電機,8000.0,0.07,8000.0,0.0,持平
1605,華新麗華,150000.0,0.05,350000.0,-200000.0,減碼
2059,川湖科技,55000.0,2.15,34000.0,21000.0,加碼
2308,台達電子工業,160000.0,3.18,160000.0,0.0,持平
2313,已清倉,0.0,,0.0,0.0,持平
2317,鴻海精密工業,117000.0,0.25,143000.0,-26000.0,減碼
2327,已清倉,0.0,,0.0,0.0,持平
2330,台灣積體電路製造,1144000.0,24.23,1144000.0,0.0,持平
2344,華邦電子,1336000.0,1.2,1579000.0,-243000.0,減碼
2345,智邦科技,107000.0,2.24,107000.0,0.0,持平
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,100000.0,2.14,100000.0,0.0,持平
2368,金像電子（股）公司,212000.0,2.68,175000.0,37000.0,加碼
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,14000.0,0.05,28000.0,-14000.0,減碼
2383,台光電子材料,37000.0,1.49,37000.0,0.0,持平
2395,研華,104000.0,0.4,128000.0,-24000.0,減碼
2408,南亞科技,221000.0,0.48,265000.0,-44000.0,減碼
2412,中華電信,561000.0,0.8,684000.0,-123000.0,減碼
2449,已清倉,0.0,,0.0,0.0,持平
2454,聯發科技,118000.0,2.34,118000.0,0.0,持平
2881,富邦金融控股,278000.0,0.25,335000.0,-57000.0,減碼
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,89000.0,0.05,266000.0,-177000.0,減碼
3017,奇鋐科技,146000.0,3.8,114000.0,32000.0,加碼
3036,已清倉,0.0,,0.0,0.0,持平
3037,欣興電子,53000.0,0.38,53000.0,0.0,持平
3105,穩懋半導體,559000.0,3.46,559000.0,0.0,持平
3189,景碩科技,659000.0,2.97,659000.0,0.0,持平
3231,已清倉,0.0,,0.0,0.0,持平
3264,欣銓科技,122000.0,0.24,165000.0,-43000.0,減碼
3293,鈊象電子,34000.0,0.28,42000.0,-8000.0,減碼
3529,力旺電子,49000.0,2.25,49000.0,0.0,持平
3533,嘉澤端子工業,35000.0,0.96,66000.0,-31000.0,減碼
3653,健策精密工業,85000.0,4.46,85000.0,0.0,持平
3661,世芯電子,39000.0,1.48,39000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,154000.0,3.96,154000.0,0.0,持平
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,123000.0,0.59,159000.0,-36000.0,減碼
4749,新應材,57000.0,0.59,76000.0,-19000.0,減碼
4904,遠傳電信,186000.0,0.19,233000.0,-47000.0,減碼
4958,臻鼎科技控股,77000.0,0.25,77000.0,0.0,持平
5274,已清倉,0.0,,0.0,0.0,持平
6223,旺矽科技,45000.0,2.42,55000.0,-10000.0,減碼
6239,力成科技,98000.0,0.21,98000.0,0.0,持平
6274,已清倉,0.0,,0.0,0.0,持平
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,32000.0,0.12,32000.0,0.0,持平
6442,光紅建聖,64000.0,1.59,64000.0,0.0,持平
6488,環球晶圓,65000.0,0.37,65000.0,0.0,持平
6515,穎崴科技,10000.0,1.13,10000.0,0.0,持平
6669,緯穎科技服務,19000.0,0.79,19000.0,0.0,持平
6781,AES Holding Co Ltd,69000.0,0.73,69000.0,0.0,持平
6789,采鈺科技,725000.0,3.59,725000.0,0.0,持平
6805,富世達,155000.0,3.07,155000.0,0.0,持平
7769,鴻勁精密,28000.0,1.3,28000.0,0.0,持平
8046,南亞電路板,512000.0,4.26,512000.0,0.0,持平
8210,勤誠興業,32000.0,0.34,40000.0,-8000.0,減碼
8299,群聯電子,92000.0,1.57,92000.0,0.0,持平
8996,高力熱處理工業,96000.0,1.2,96000.0,0.0,持平
