股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,3294000.0,2.68,3294000.0,0.0,持平
1477,聚陽實業,433000.0,1.46,433000.0,0.0,持平
1519,華城電機,68000.0,0.72,68000.0,0.0,持平
1605,華新麗華,2118000.0,0.79,5087000.0,-2969000.0,減碼
2059,川湖科技,19000.0,0.78,5000.0,14000.0,加碼
2308,台達電子工業,160000.0,2.69,160000.0,0.0,持平
2313,已清倉,0.0,,0.0,0.0,持平
2317,鴻海精密工業,640000.0,1.51,640000.0,0.0,持平
2327,國巨,199000.0,0.63,431000.0,-232000.0,減碼
2330,台灣積體電路製造,957000.0,20.43,839000.0,118000.0,加碼
2344,華邦電子,639000.0,0.9,851000.0,-212000.0,減碼
2345,智邦科技,104000.0,1.91,104000.0,0.0,持平
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,100000.0,1.84,100000.0,0.0,持平
2368,金像電子（股）公司,90000.0,1.04,90000.0,0.0,持平
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,299000.0,0.99,299000.0,0.0,持平
2383,台光電子材料,37000.0,1.23,52000.0,-15000.0,減碼
2395,研華,900000.0,3.55,900000.0,0.0,持平
2408,南亞科技,172000.0,0.52,172000.0,0.0,持平
2412,中華電信,1227000.0,1.92,1227000.0,0.0,持平
2449,京元電子,27000.0,0.1,236000.0,-209000.0,減碼
2454,聯發科技,92000.0,1.78,121000.0,-29000.0,減碼
2881,富邦金融控股,2051100.0,2.09,2051100.0,0.0,持平
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,1631000.0,0.97,1631000.0,0.0,持平
3017,奇鋐科技,43000.0,1.0,68000.0,-25000.0,減碼
3036,文曄科技,796000.0,2.3,757000.0,39000.0,加碼
3037,欣興電子,353000.0,2.37,353000.0,0.0,持平
3105,穩懋半導體,226000.0,0.92,226000.0,0.0,持平
3231,已清倉,0.0,,0.0,0.0,持平
3264,欣銓科技,609000.0,1.08,609000.0,0.0,持平
3293,鈊象電子,339000.0,2.91,321000.0,18000.0,加碼
3529,力旺電子,13000.0,0.42,13000.0,0.0,持平
3533,嘉澤端子工業,183000.0,4.29,160000.0,23000.0,加碼
3653,健策精密工業,21000.0,0.95,33000.0,-12000.0,減碼
3661,世芯電子,47000.0,1.75,47000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,51000.0,1.01,42000.0,9000.0,加碼
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,248000.0,0.99,355000.0,-107000.0,減碼
4749,新應材,302000.0,3.19,302000.0,0.0,持平
4904,遠傳電信,1813000.0,1.94,1813000.0,0.0,持平
5274,信驊科技,3000.0,0.42,3000.0,0.0,持平
6223,旺矽科技,32000.0,1.35,43000.0,-11000.0,減碼
6239,力成科技,468000.0,1.11,468000.0,0.0,持平
6274,台燿科技,46000.0,0.31,123000.0,-77000.0,減碼
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,241000.0,0.78,107000.0,134000.0,加碼
6442,光紅建聖,57000.0,1.27,57000.0,0.0,持平
6488,環球晶圓,313000.0,1.7,313000.0,0.0,持平
6515,穎崴科技,11000.0,0.92,16000.0,-5000.0,減碼
6669,緯穎科技服務,24000.0,1.04,24000.0,0.0,持平
6781,AES Holding Co Ltd,89000.0,1.03,60000.0,29000.0,加碼
6789,采鈺科技,490000.0,1.95,373000.0,117000.0,加碼
6805,富世達,51000.0,1.16,51000.0,0.0,持平
7769,鴻勁精密,20000.0,0.96,13000.0,7000.0,加碼
8046,已清倉,0.0,,0.0,0.0,持平
8210,勤誠興業,92000.0,0.95,88000.0,4000.0,加碼
