股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,455000.0,0.36,695000.0,-240000.0,減碼
1477,聚陽實業,433000.0,1.0,433000.0,0.0,持平
1519,華城電機,8000.0,0.07,13000.0,-5000.0,減碼
1605,華新麗華,350000.0,0.12,843000.0,-493000.0,減碼
2059,川湖科技,34000.0,1.33,34000.0,0.0,持平
2308,台達電子工業,160000.0,3.16,160000.0,0.0,持平
2313,已清倉,0.0,,0.0,0.0,持平
2317,鴻海精密工業,143000.0,0.32,221000.0,-78000.0,減碼
2327,已清倉,0.0,,0.0,0.0,持平
2330,台灣積體電路製造,1144000.0,24.92,1144000.0,0.0,持平
2344,華邦電子,1579000.0,1.49,1579000.0,0.0,持平
2345,智邦科技,107000.0,2.38,128000.0,-21000.0,減碼
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,100000.0,2.42,100000.0,0.0,持平
2368,金像電子（股）公司,175000.0,2.21,175000.0,0.0,持平
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,28000.0,0.1,119000.0,-91000.0,減碼
2383,台光電子材料,37000.0,1.51,37000.0,0.0,持平
2395,研華,128000.0,0.5,204000.0,-76000.0,減碼
2408,南亞科技,265000.0,0.6,399000.0,-134000.0,減碼
2412,中華電信,684000.0,1.01,877000.0,-193000.0,減碼
2449,已清倉,0.0,,0.0,0.0,持平
2454,聯發科技,118000.0,2.44,157000.0,-39000.0,減碼
2881,富邦金融控股,335000.0,0.32,501000.0,-166000.0,減碼
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,266000.0,0.15,659000.0,-393000.0,減碼
3017,奇鋐科技,114000.0,2.94,58000.0,56000.0,加碼
3036,已清倉,0.0,,0.0,0.0,持平
3037,欣興電子,53000.0,0.37,53000.0,0.0,持平
3105,穩懋半導體,559000.0,3.23,559000.0,0.0,持平
3189,景碩科技,659000.0,2.77,349000.0,310000.0,加碼
3231,已清倉,0.0,,0.0,0.0,持平
3264,欣銓科技,165000.0,0.3,249000.0,-84000.0,減碼
3293,鈊象電子,42000.0,0.35,65000.0,-23000.0,減碼
3529,力旺電子,49000.0,2.14,49000.0,0.0,持平
3533,嘉澤端子工業,66000.0,1.76,66000.0,0.0,持平
3653,健策精密工業,85000.0,4.16,85000.0,0.0,持平
3661,世芯電子,39000.0,1.47,39000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,154000.0,3.91,154000.0,0.0,持平
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,159000.0,0.75,248000.0,-89000.0,減碼
4749,新應材,76000.0,0.73,117000.0,-41000.0,減碼
4904,遠傳電信,233000.0,0.24,379000.0,-146000.0,減碼
4958,臻鼎科技控股,77000.0,0.23,77000.0,0.0,持平
5274,已清倉,0.0,,0.0,0.0,持平
6223,旺矽科技,55000.0,3.07,55000.0,0.0,持平
6239,力成科技,98000.0,0.22,188000.0,-90000.0,減碼
6274,已清倉,0.0,,0.0,0.0,持平
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,32000.0,0.11,85000.0,-53000.0,減碼
6442,光紅建聖,64000.0,1.48,49000.0,15000.0,加碼
6488,環球晶圓,65000.0,0.35,98000.0,-33000.0,減碼
6515,穎崴科技,10000.0,1.11,10000.0,0.0,持平
6669,緯穎科技服務,19000.0,0.78,37000.0,-18000.0,減碼
6781,AES Holding Co Ltd,69000.0,0.77,69000.0,0.0,持平
6789,采鈺科技,725000.0,3.35,560000.0,165000.0,加碼
6805,富世達,155000.0,3.11,155000.0,0.0,持平
7769,鴻勁精密,28000.0,1.35,28000.0,0.0,持平
8046,南亞電路板,512000.0,3.98,422000.0,90000.0,加碼
8210,勤誠興業,40000.0,0.44,63000.0,-23000.0,減碼
8299,群聯電子,92000.0,1.55,92000.0,0.0,持平
8996,高力熱處理工業,96000.0,1.26,96000.0,0.0,持平
