股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,413000.0,0.39,413000.0,0.0,持平
1477,聚陽實業,346000.0,1.39,346000.0,0.0,持平
1519,華城電機,64000.0,0.79,64000.0,0.0,持平
1605,華新麗華,5632000.0,2.88,7381000.0,-1749000.0,減碼
2059,川湖科技,4000.0,0.16,4000.0,0.0,持平
2308,台達電子工業,128000.0,1.96,139000.0,-11000.0,減碼
2313,華通電腦,438000.0,0.98,1576000.0,-1138000.0,減碼
2317,鴻海精密工業,581000.0,1.63,630000.0,-49000.0,減碼
2327,國巨,335000.0,1.13,335000.0,0.0,持平
2330,台灣積體電路製造,854000.0,19.66,887000.0,-33000.0,減碼
2344,華邦電子,661000.0,1.0,661000.0,0.0,持平
2345,智邦科技,123000.0,1.83,131000.0,-8000.0,減碼
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,94000.0,1.19,94000.0,0.0,持平
2368,金像電子（股）公司,122000.0,1.12,135000.0,-13000.0,減碼
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,325000.0,1.16,325000.0,0.0,持平
2383,台光電子材料,66000.0,1.54,66000.0,0.0,持平
2395,研華,627000.0,2.38,627000.0,0.0,持平
2408,南亞科技,314000.0,1.2,314000.0,0.0,持平
2412,中華電信,1843000.0,3.2,1843000.0,0.0,持平
2449,京元電子,235000.0,0.87,235000.0,0.0,持平
2454,聯發科技,140000.0,3.11,140000.0,0.0,持平
2881,富邦金融控股,2051100.0,2.42,2051100.0,0.0,持平
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,2590000.0,1.72,2590000.0,0.0,持平
3017,奇鋐科技,80000.0,1.55,80000.0,0.0,持平
3036,文曄科技,1432000.0,2.85,1432000.0,0.0,持平
3037,欣興電子,386000.0,1.84,386000.0,0.0,持平
3105,穩懋半導體,165000.0,0.48,165000.0,0.0,持平
3231,已清倉,0.0,,0.0,0.0,持平
3264,欣銓科技,344000.0,0.69,344000.0,0.0,持平
3293,鈊象電子,193000.0,1.77,202000.0,-9000.0,減碼
3529,力旺電子,21000.0,0.47,21000.0,0.0,持平
3533,嘉澤端子工業,93000.0,1.77,93000.0,0.0,持平
3653,健策精密工業,32000.0,1.23,32000.0,0.0,持平
3661,世芯電子,21000.0,0.86,21000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,47148.0,0.81,47148.0,0.0,持平
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,456000.0,1.74,491000.0,-35000.0,減碼
4749,新應材,184000.0,2.04,184000.0,0.0,持平
4904,遠傳電信,2225000.0,2.62,2225000.0,0.0,持平
5274,信驊科技,9000.0,1.06,9000.0,0.0,持平
6223,旺矽科技,35000.0,1.2,35000.0,0.0,持平
6239,力成科技,92000.0,0.29,92000.0,0.0,持平
6274,台燿科技,105000.0,0.68,105000.0,0.0,持平
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,107000.0,0.4,107000.0,0.0,持平
6442,光紅建聖,57000.0,1.27,57000.0,0.0,持平
6488,環球晶圓,183000.0,1.13,207000.0,-24000.0,減碼
6515,穎崴科技,38000.0,2.01,44000.0,-6000.0,減碼
6669,緯穎科技服務,16000.0,0.75,16000.0,0.0,持平
6781,AES Holding Co Ltd,41000.0,0.59,41000.0,0.0,持平
6805,富世達,36000.0,0.66,36000.0,0.0,持平
7769,鴻勁精密,12000.0,0.59,12000.0,0.0,持平
8046,已清倉,0.0,,0.0,0.0,持平
8210,勤誠興業,27000.0,0.32,27000.0,0.0,持平
