股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,413000,0.41,413000,0,持平
1477,聚陽實業,346000,1.5,327000,19000,加碼
1519,華城電機,64000,0.88,64000,0,持平
1605,華新麗華,6760000,3.59,10127000,-3367000,減碼
2059,川湖科技,24000,1.13,24000,0,持平
2308,台達電子工業,153000,2.33,153000,0,持平
2313,華通電腦,814000,1.58,1011000,-197000,減碼
2317,鴻海精密工業,649000,1.91,735000,-86000,減碼
2327,國巨,382000,1.42,449000,-67000,減碼
2330,台灣積體電路製造,871000,20.31,887000,-16000,減碼
2344,華邦電子,1055000,1.49,1347000,-292000,減碼
2345,智邦科技,146000,2.25,162000,-16000,減碼
2357,華碩電腦,133000,0.89,133000,0,持平
2360,致茂電子,106000,1.41,99000,7000,加碼
2368,金像電子（股）公司,135000,1.08,135000,0,持平
2379,瑞昱半導體,17000,0.11,17000,0,持平
2382,廣達電腦,325000,1.2,325000,0,持平
2383,台光電子材料,68000,1.42,71000,-3000,減碼
2408,南亞科技,410000,1.38,445000,-35000,減碼
2412,中華電信,1600000,2.85,1600000,0,持平
2449,京元電子,283000,1.01,283000,0,持平
2454,聯發科技,146000,2.87,153000,-7000,減碼
2881,富邦金融控股,2051100,2.56,2051100,0,持平
2884,玉山金融控股,2046000,0.91,2046000,0,持平
2891,中國信託金融控股,2590000,1.76,2590000,0,持平
3017,奇鋐科技,80000,1.37,80000,0,持平
3036,文曄科技,1045000,2.12,1045000,0,持平
3037,欣興電子,312000,1.34,312000,0,持平
3231,緯創資通,291000,0.52,291000,0,持平
3293,鈊象電子,326000,3.12,405000,-79000,減碼
3533,嘉澤端子工業,53000,0.94,5000,48000,加碼
3653,健策精密工業,37000,1.16,37000,0,持平
3661,世芯電子,27000,1.17,27000,0,持平
3665,貿聯控股（BizLink Holding In,61148,1.07,61148,0,持平
3706,神達控股,273000,0.3,273000,0,持平
3711,日月光投資控股,498000,1.94,498000,0,持平
4749,新應材,108000,1.22,108000,0,持平
4904,遠傳電信,1815000,2.18,1815000,0,持平
5274,信驊科技,9000,1.0,9000,0,持平
6223,旺矽科技,42000,1.38,42000,0,持平
6274,台燿科技,105000,0.65,158000,-53000,減碼
6409,旭隼科技,106000,1.3,106000,0,持平
6442,光紅建聖,47000,0.79,47000,0,持平
6488,環球晶圓,207000,1.37,222000,-15000,減碼
6515,穎崴科技,47000,2.41,51000,-4000,減碼
6669,緯穎科技服務,16000,0.77,16000,0,持平
6781,AES Holding Co Ltd,9000,0.14,9000,0,持平
6805,富世達,46000,0.79,46000,0,持平
8046,南亞電路板,23000,0.11,23000,0,持平
8210,勤誠興業,27000,0.33,27000,0,持平
