股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1216,統一企業,413000.0,0.35,413000.0,0.0,持平
1477,聚陽實業,346000.0,1.28,346000.0,0.0,持平
1519,華城電機,47000.0,0.56,47000.0,0.0,持平
1605,華新麗華,6240000.0,2.63,6240000.0,0.0,持平
2059,川湖科技,4000.0,0.16,4000.0,0.0,持平
2308,台達電子工業,130000.0,2.14,130000.0,0.0,持平
2313,已清倉,0.0,,0.0,0.0,持平
2317,鴻海精密工業,713000.0,1.97,713000.0,0.0,持平
2327,國巨,335000.0,1.13,335000.0,0.0,持平
2330,台灣積體電路製造,857000.0,19.52,857000.0,0.0,持平
2344,華邦電子,661000.0,0.95,661000.0,0.0,持平
2345,智邦科技,108000.0,1.76,108000.0,0.0,持平
2357,已清倉,0.0,,0.0,0.0,持平
2360,致茂電子,118000.0,2.06,118000.0,0.0,持平
2368,金像電子（股）公司,106000.0,0.96,106000.0,0.0,持平
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,298000.0,1.03,298000.0,0.0,持平
2383,台光電子材料,58000.0,1.59,58000.0,0.0,持平
2395,研華,887000.0,3.44,887000.0,0.0,持平
2408,南亞科技,116000.0,0.38,116000.0,0.0,持平
2412,中華電信,2392000.0,3.81,2392000.0,0.0,持平
2449,京元電子,235000.0,0.86,235000.0,0.0,持平
2454,聯發科技,119000.0,2.61,119000.0,0.0,持平
2881,富邦金融控股,2051100.0,2.2,2051100.0,0.0,持平
2884,已清倉,0.0,,0.0,0.0,持平
2891,中國信託金融控股,2051000.0,1.27,2051000.0,0.0,持平
3017,奇鋐科技,80000.0,1.63,80000.0,0.0,持平
3036,文曄科技,1505000.0,3.21,1505000.0,0.0,持平
3037,欣興電子,404000.0,2.24,404000.0,0.0,持平
3105,穩懋半導體,226000.0,0.86,226000.0,0.0,持平
3231,已清倉,0.0,,0.0,0.0,持平
3264,欣銓科技,344000.0,0.6,344000.0,0.0,持平
3293,鈊象電子,162000.0,1.3,162000.0,0.0,持平
3529,力旺電子,25000.0,0.73,25000.0,0.0,持平
3533,嘉澤端子工業,219000.0,4.29,219000.0,0.0,持平
3653,健策精密工業,32000.0,1.12,32000.0,0.0,持平
3661,世芯電子,39000.0,1.55,39000.0,0.0,持平
3665,貿聯控股（BizLink Holding In,31000.0,0.54,31000.0,0.0,持平
3706,已清倉,0.0,,0.0,0.0,持平
3711,日月光投資控股,456000.0,1.95,456000.0,0.0,持平
4749,新應材,237000.0,2.49,237000.0,0.0,持平
4904,遠傳電信,2717000.0,2.93,2717000.0,0.0,持平
5274,信驊科技,4000.0,0.44,4000.0,0.0,持平
6223,旺矽科技,35000.0,1.13,35000.0,0.0,持平
6239,力成科技,354000.0,1.03,354000.0,0.0,持平
6274,台燿科技,47000.0,0.29,47000.0,0.0,持平
6409,已清倉,0.0,,0.0,0.0,持平
6415,矽力杰,107000.0,0.34,107000.0,0.0,持平
6442,光紅建聖,57000.0,1.55,57000.0,0.0,持平
6488,環球晶圓,183000.0,0.93,183000.0,0.0,持平
6515,穎崴科技,22000.0,1.21,22000.0,0.0,持平
6669,緯穎科技服務,16000.0,0.77,16000.0,0.0,持平
6781,AES Holding Co Ltd,41000.0,0.56,41000.0,0.0,持平
6789,采鈺科技,54000.0,0.23,54000.0,0.0,持平
6805,富世達,36000.0,0.72,36000.0,0.0,持平
7769,鴻勁精密,12000.0,0.61,12000.0,0.0,持平
8046,已清倉,0.0,,0.0,0.0,持平
8210,勤誠興業,76000.0,0.82,76000.0,0.0,持平
