股票代號,股票名稱,股數,權重(%)
2330,台積電,8068000.0,9.02
2383,台光電,3358000.0,7.24
2308,台達電,5819000.0,6.4
3653,健策,2168000.0,6.35
2345,智邦,4840000.0,5.78
3017,奇鋐,3667000.0,5.13
2368,金像電,7389000.0,4.94
3665,貿聯-KY,3692848.0,4.89
6223,旺矽,1698000.0,4.58
8046,南電,8852000.0,3.81
3037,欣興,9287000.0,3.6
2454,聯發科,2674000.0,3.05
5274,信驊,351000.0,2.92
2327,國巨*,14238000.0,2.51
6515,穎崴,353000.0,2.06
3711,日月光投控,7369000.0,1.9
6669,緯穎,794000.0,1.83
6510,精測,781000.0,1.75
6805,富世達,1596000.0,1.67
6274,台燿,3019000.0,1.59
2449,京元電子,10050000.0,1.54
3661,世芯-KY,665000.0,1.45
2303,聯電,29505000.0,1.23
8358,金居,5558000.0,1.19
3211,順達,3860000.0,0.8
3189,景碩,2826000.0,0.73
5439,高技,2756000.0,0.66
6147,頎邦,7884000.0,0.58
2404,漢唐,1057000.0,0.58
8210,勤誠,1006000.0,0.56
3443,創意,271000.0,0.55
3264,欣銓,4715000.0,0.53
1303,南亞,8014000.0,0.39
4979,華星光,1037000.0,0.37
8996,高力,535000.0,0.35
6187,萬潤,456000.0,0.33
6488,環球晶,948000.0,0.31
6191,精成科,3864000.0,0.24
7769,鴻勁,94000.0,0.23
3583,辛耘,527000.0,0.22
2481,強茂,3650000.0,0.22
3376,新日興,1560000.0,0.19
6415,矽力*-KY,630000.0,0.14
3324,雙鴻,169000.0,0.1
2313,華通,714000.0,0.1
3217,優群,630000.0,0.06
2002,中鋼,5159000.0,0.06
3008,大立光,14000.0,0.02
1319,東陽,507000.0,0.02
1815,富喬,106000.0,0.01
2357,華碩,14000.0,0.0
2439,美律,14000.0,0.0
5347,世界,11000.0,0.0
