股票代號,股票名稱,股數,權重(%)
2330,台積電,11960000.0,9.85
2383,台光電,4723000.0,8.45
2454,聯發科,4263000.0,6.42
2308,台達電,6572000.0,5.62
2345,智邦,6231000.0,5.29
3017,奇鋐,5191000.0,4.84
2327,國巨*,18313000.0,4.72
6669,緯穎,2437000.0,4.64
3037,欣興,12466000.0,4.6
6223,旺矽,2169000.0,4.52
3711,日月光投控,17948000.0,3.83
2303,聯電,71190000.0,3.6
2368,金像電,7769000.0,3.59
3665,貿聯-KY,4703848.0,3.43
8046,南電,10828000.0,3.21
3653,健策,2267000.0,2.81
5274,信驊,422000.0,2.8
6274,台燿,4400000.0,2.6
6515,穎崴,442000.0,1.34
6805,富世達,1761000.0,1.19
8210,勤誠,2167000.0,1.03
6510,精測,930000.0,1.02
3533,嘉澤,852000.0,0.79
2317,鴻海,7307000.0,0.74
2404,漢唐,1715000.0,0.69
2449,京元電子,5208000.0,0.6
3264,欣銓,6217000.0,0.53
6187,萬潤,1334000.0,0.52
6147,頎邦,4631000.0,0.49
4966,譜瑞-KY,1642000.0,0.48
5439,高技,3528000.0,0.47
8150,南茂,11635000.0,0.46
8358,金居,1980000.0,0.42
3008,大立光,329000.0,0.4
8996,高力,1034000.0,0.39
2382,廣達,2491000.0,0.3
6278,台表科,3734000.0,0.29
1590,亞德客-KY,530000.0,0.26
3443,創意,96000.0,0.16
6191,精成科,3988000.0,0.14
3376,新日興,1741000.0,0.12
6271,同欣電,686000.0,0.06
2002,中鋼,5163000.0,0.03
2313,華通,329000.0,0.03
1319,東陽,511000.0,0.02
2357,華碩,1000.0,0.0
3661,世芯-KY,1000.0,0.0
1815,富喬,107000.0,0.0
2439,美律,18000.0,0.0
5347,世界,1000.0,0.0
2481,強茂,5000.0,0.0
