股票代號,股票名稱,股數,權重(%)
2330,台積電,2913000.0,9.4
8299,群聯,1908000.0,6.81
3017,奇鋐,2290000.0,6.72
2308,台達電,2625000.0,5.72
2345,智邦,2556000.0,5.43
2383,台光電,1560000.0,5.19
3653,健策,916000.0,5.16
6223,旺矽,962000.0,4.91
6669,緯穎,722000.0,4.82
6274,台燿,4825000.0,4.37
3665,貿聯-KY,1627848.0,4.12
2368,金像電,2797000.0,3.79
2327,國巨*,6551000.0,3.13
5274,信驊,174000.0,3.06
6805,富世達,1016000.0,2.8
3661,世芯-KY,458000.0,2.73
8210,勤誠,1563000.0,2.68
8046,南電,3788000.0,2.68
3037,欣興,2930000.0,2.02
6515,穎崴,225000.0,1.8
6139,亞翔,1610000.0,1.62
6510,精測,230000.0,1.56
8358,金居,1826000.0,0.81
1815,富喬,4454000.0,0.76
6488,環球晶,766000.0,0.65
2449,京元電子,1227000.0,0.65
6191,精成科,3238000.0,0.63
1319,東陽,2563000.0,0.51
1303,南亞,3193000.0,0.42
1326,台化,5635000.0,0.4
3376,新日興,1017000.0,0.37
3211,順達,570000.0,0.33
5269,祥碩,137000.0,0.32
2059,川湖,40000.0,0.22
4979,華星光,329000.0,0.19
2002,中鋼,4923000.0,0.18
1802,台玻,2065000.0,0.18
3217,優群,326000.0,0.09
3008,大立光,3000.0,0.01
2357,華碩,2000.0,0.0
8996,高力,1000.0,0.0
2439,美律,2000.0,0.0
3533,嘉澤,1000.0,0.0
3045,台灣大,2000.0,0.0
2454,聯發科,1000.0,0.0
5536,聖暉*,1000.0,0.0
2884,玉山金,2010.0,0.0
2313,華通,1000.0,0.0
2317,鴻海,1000.0,0.0
3583,辛耘,2000.0,0.0
6415,矽力*-KY,1000.0,0.0
3711,日月光投控,2000.0,0.0
