股票代號,股票名稱,股數,權重(%)
2330,台積電,3065000.0,10.46
2308,台達電,2679000.0,5.82
2345,智邦,2526000.0,5.71
3017,奇鋐,2290000.0,5.69
8299,群聯,1358000.0,5.22
6669,緯穎,722000.0,5.21
6274,台燿,5074000.0,4.63
2383,台光電,1499000.0,4.59
6223,旺矽,962000.0,4.32
2368,金像電,3321000.0,4.02
3665,貿聯-KY,1483848.0,3.78
3653,健策,767000.0,3.61
2327,國巨*,5677000.0,3.25
3661,世芯-KY,458000.0,3.05
8210,勤誠,1513000.0,2.65
6805,富世達,1016000.0,2.52
5274,信驊,142000.0,2.42
2454,聯發科,733000.0,2.11
8046,南電,2420000.0,1.49
2313,華通,5013000.0,1.4
2317,鴻海,2878000.0,1.28
2337,旺宏,8886000.0,1.27
1303,南亞,7149000.0,1.1
8358,金居,2026000.0,1.09
3037,欣興,1866000.0,1.09
3533,嘉澤,376000.0,1.04
1815,富喬,4454000.0,0.94
2059,川湖,147000.0,0.94
6515,穎崴,135000.0,0.91
6139,亞翔,668000.0,0.77
6191,精成科,3238000.0,0.72
5269,祥碩,262000.0,0.66
1319,東陽,2563000.0,0.55
6488,環球晶,470000.0,0.45
3376,新日興,727000.0,0.32
3211,順達,570000.0,0.31
1802,台玻,2065000.0,0.18
3217,優群,326000.0,0.1
5536,聖暉*,17000.0,0.02
3008,大立光,3000.0,0.01
6510,精測,2000.0,0.01
2357,華碩,2000.0,0.0
8996,高力,1000.0,0.0
2439,美律,2000.0,0.0
3045,台灣大,2000.0,0.0
2884,玉山金,2010.0,0.0
2449,京元電子,1000.0,0.0
3715,定穎投控,1960.0,0.0
3583,辛耘,2000.0,0.0
3711,日月光投控,2000.0,0.0
