股票代號,股票名稱,股數,權重(%)
2330,台積電,3112000.0,10.12
3017,奇鋐,2290000.0,5.86
2345,智邦,2526000.0,5.67
6669,緯穎,710000.0,5.27
2308,台達電,2679000.0,5.25
2383,台光電,1578000.0,4.91
2368,金像電,3885000.0,4.84
6223,旺矽,1069000.0,4.63
8299,群聯,1358000.0,4.57
6274,台燿,4877000.0,4.44
3665,貿聯-KY,1483848.0,4.01
2317,鴻海,8470000.0,3.65
2454,聯發科,1244000.0,3.51
3653,健策,758000.0,3.45
3661,世芯-KY,458000.0,3.2
8210,勤誠,1513000.0,2.74
6805,富世達,1016000.0,2.5
5274,信驊,142000.0,2.16
2327,國巨*,3748000.0,1.86
2404,漢唐,806000.0,1.66
2059,川湖,232000.0,1.46
0050,元大台灣50,10871000.0,1.46
2337,旺宏,8886000.0,1.03
8358,金居,2026000.0,0.97
3533,嘉澤,376000.0,0.97
1303,南亞,7149000.0,0.85
5536,聖暉*,513000.0,0.79
6139,亞翔,668000.0,0.76
0052,富邦科技,9274000.0,0.73
6191,精成科,3238000.0,0.7
2313,華通,2651000.0,0.68
5269,祥碩,262000.0,0.65
6515,穎崴,91000.0,0.6
2449,京元電子,955000.0,0.49
1605,華新,4454000.0,0.35
3211,順達,570000.0,0.32
1319,東陽,1575000.0,0.29
3376,新日興,454000.0,0.19
3217,優群,326000.0,0.1
8996,高力,51000.0,0.07
3008,大立光,3000.0,0.01
6510,精測,2000.0,0.01
3044,健鼎,1000.0,0.0
2357,華碩,2000.0,0.0
2439,美律,2000.0,0.0
4958,臻鼎-KY,1000.0,0.0
3045,台灣大,2000.0,0.0
3081,聯亞,1000.0,0.0
2884,玉山金,2010.0,0.0
3715,定穎投控,1960.0,0.0
3583,辛耘,2000.0,0.0
3711,日月光投控,2000.0,0.0
