股票代號,股票名稱,股數,權重(%)
2330,台積電,11960000.0,9.68
2327,國巨*,23892000.0,8.67
2383,台光電,4486000.0,8.44
2454,聯發科,4861000.0,7.17
2345,智邦,6334000.0,5.18
6223,旺矽,2279000.0,4.91
2308,台達電,6572000.0,4.75
6669,緯穎,2492000.0,4.29
3017,奇鋐,5191000.0,4.18
3037,欣興,12466000.0,4.05
2368,金像電,8315000.0,3.78
2303,聯電,77390000.0,3.78
3711,日月光投控,17948000.0,3.7
3665,貿聯-KY,4833848.0,3.41
8046,南電,10828000.0,3.18
6274,台燿,5058000.0,3.12
3653,健策,2267000.0,3.02
5274,信驊,422000.0,2.69
6515,穎崴,436000.0,1.38
6510,精測,930000.0,1.13
6805,富世達,1811000.0,1.07
8210,勤誠,2267000.0,1.04
2449,京元電子,6484000.0,0.67
3533,嘉澤,852000.0,0.66
2317,鴻海,7307000.0,0.66
8996,高力,1034000.0,0.55
6187,萬潤,1334000.0,0.55
6147,頎邦,6275000.0,0.53
3443,創意,258000.0,0.42
8150,南茂,11635000.0,0.41
5439,高技,3528000.0,0.39
4966,譜瑞-KY,1642000.0,0.38
4958,臻鼎-KY,1428000.0,0.31
6278,台表科,4334000.0,0.3
1590,亞德客-KY,530000.0,0.25
8358,金居,980000.0,0.23
6271,同欣電,1966000.0,0.16
6191,精成科,3988000.0,0.13
6488,環球晶,350000.0,0.13
3264,欣銓,1508000.0,0.12
3376,新日興,1741000.0,0.12
2002,中鋼,5163000.0,0.03
2313,華通,329000.0,0.03
3661,世芯-KY,1000.0,0.0
1815,富喬,107000.0,0.0
2439,美律,18000.0,0.0
3008,大立光,1000.0,0.0
2382,廣達,1000.0,0.0
5347,世界,1000.0,0.0
2481,強茂,5000.0,0.0
