股票代號,股票名稱,股數,權重(%)
2330,台積電,11359000.0,9.62
2383,台光電,4605000.0,8.38
2345,智邦,6231000.0,5.85
2454,聯發科,4463000.0,5.6
2308,台達電,6572000.0,5.49
3665,貿聯-KY,4703848.0,4.8
8046,南電,12658000.0,4.4
2368,金像電,8260000.0,4.39
3017,奇鋐,4082000.0,3.61
6223,旺矽,1922000.0,3.55
3037,欣興,10387000.0,3.41
6669,緯穎,1819000.0,3.26
3653,健策,2267000.0,3.22
5274,信驊,483000.0,3.17
3711,日月光投控,13833000.0,2.74
2327,國巨*,17221000.0,2.35
6274,台燿,4151000.0,2.2
2303,聯電,46374000.0,1.64
2449,京元電子,12919000.0,1.61
3443,創意,764000.0,1.53
6515,穎崴,422000.0,1.53
2317,鴻海,14177000.0,1.32
6510,精測,930000.0,1.27
6805,富世達,1761000.0,1.24
3189,景碩,5360000.0,0.97
8358,金居,5558000.0,0.96
3264,欣銓,9030000.0,0.82
8210,勤誠,1540000.0,0.73
6147,頎邦,7985000.0,0.56
3661,世芯-KY,296000.0,0.52
6187,萬潤,1224000.0,0.51
5439,高技,3228000.0,0.48
2357,華碩,1996000.0,0.47
8996,高力,1034000.0,0.41
8150,南茂,11334000.0,0.41
2404,漢唐,1093000.0,0.4
1590,亞德客-KY,530000.0,0.29
2313,華通,2624000.0,0.24
6191,精成科,3988000.0,0.15
3376,新日興,1741000.0,0.14
2481,強茂,3654000.0,0.14
6415,矽力*-KY,660000.0,0.1
4966,譜瑞-KY,386000.0,0.09
3217,優群,874000.0,0.06
2002,中鋼,5163000.0,0.04
1319,東陽,511000.0,0.01
1815,富喬,107000.0,0.0
2439,美律,18000.0,0.0
2337,旺宏,8000.0,0.0
5347,世界,63000.0,0.0
