股票代號,股票名稱,股數,權重(%)
2330,台積電,2913000.0,9.65
8299,群聯,1848000.0,7.69
2308,台達電,3094000.0,7.21
3017,奇鋐,2290000.0,6.11
2345,智邦,2526000.0,5.38
6274,台燿,5399000.0,5.3
6669,緯穎,722000.0,4.87
2383,台光電,1352000.0,4.68
6223,旺矽,962000.0,4.65
3653,健策,908000.0,4.64
3665,貿聯-KY,1483848.0,3.89
2368,金像電,2797000.0,3.67
2327,國巨*,6551000.0,3.4
3661,世芯-KY,458000.0,2.81
6805,富世達,1016000.0,2.76
8046,南電,3788000.0,2.73
8210,勤誠,1563000.0,2.7
5274,信驊,142000.0,2.28
6139,亞翔,1610000.0,1.73
6515,穎崴,225000.0,1.64
3037,欣興,1866000.0,1.25
3533,嘉澤,376000.0,1.03
8358,金居,1826000.0,0.92
1815,富喬,4454000.0,0.77
2059,川湖,117000.0,0.72
6488,環球晶,766000.0,0.71
6191,精成科,3238000.0,0.67
1319,東陽,2563000.0,0.53
2313,華通,1473000.0,0.47
5269,祥碩,172000.0,0.43
6415,矽力*-KY,814000.0,0.43
3211,順達,570000.0,0.35
3376,新日興,727000.0,0.29
6510,精測,47000.0,0.27
1802,台玻,2065000.0,0.2
3217,優群,326000.0,0.1
3008,大立光,3000.0,0.01
2357,華碩,2000.0,0.0
8996,高力,1000.0,0.0
2439,美律,2000.0,0.0
3045,台灣大,2000.0,0.0
2454,聯發科,1000.0,0.0
5536,聖暉*,1000.0,0.0
2884,玉山金,2010.0,0.0
2449,京元電子,1000.0,0.0
2317,鴻海,1000.0,0.0
3715,定穎投控,1960.0,0.0
1303,南亞,1000.0,0.0
3583,辛耘,2000.0,0.0
3711,日月光投控,2000.0,0.0
