股票代號,股票名稱,股數,權重(%)
2330,台積電,3333000.0,9.23
3017,奇鋐,2502000.0,6.5
2308,台達電,3203000.0,5.97
2383,台光電,1809000.0,5.88
2345,智邦,2660000.0,5.16
3665,貿聯-KY,2079848.0,4.97
6669,緯穎,756000.0,4.39
6223,旺矽,1059000.0,4.18
3653,健策,973000.0,4.16
3037,欣興,5952000.0,3.69
6274,台燿,4965000.0,3.62
2368,金像電,2947000.0,3.1
8046,南電,4559000.0,3.05
2327,國巨*,7937000.0,3.05
6805,富世達,1124000.0,2.75
3661,世芯-KY,568000.0,2.63
8299,群聯,871000.0,2.21
8210,勤誠,1633000.0,2.13
6515,穎崴,236000.0,1.59
6510,精測,293000.0,1.47
5274,信驊,104000.0,1.34
6139,亞翔,1689000.0,1.26
2449,京元電子,2976000.0,1.23
6488,環球晶,1285000.0,0.86
2404,漢唐,567000.0,0.84
4979,華星光,1219000.0,0.76
8358,金居,1864000.0,0.73
3211,順達,1565000.0,0.68
2454,聯發科,201000.0,0.51
1802,台玻,5996000.0,0.51
6191,精成科,3378000.0,0.49
3376,新日興,1395000.0,0.4
3324,雙鴻,156000.0,0.23
1319,東陽,1499000.0,0.2
3711,日月光投控,302000.0,0.15
2002,中鋼,4924000.0,0.14
3217,優群,353000.0,0.08
3008,大立光,5000.0,0.02
2059,川湖,2000.0,0.01
2357,華碩,3000.0,0.0
8996,高力,1000.0,0.0
1815,富喬,2000.0,0.0
2439,美律,3000.0,0.0
1326,台化,2000.0,0.0
3533,嘉澤,2000.0,0.0
3045,台灣大,3000.0,0.0
5536,聖暉*,2000.0,0.0
2313,華通,2000.0,0.0
1303,南亞,2000.0,0.0
3583,辛耘,3000.0,0.0
