股票代號,股票名稱,股數,權重(%)
2330,台積電,3072000.0,8.82
3017,奇鋐,2402000.0,6.4
2308,台達電,3133000.0,6.23
2383,台光電,1809000.0,6.23
2345,智邦,2660000.0,5.61
3665,貿聯-KY,2019848.0,4.93
6669,緯穎,756000.0,4.65
6223,旺矽,1039000.0,4.4
3653,健策,954000.0,4.3
8299,群聯,1615000.0,4.21
3037,欣興,5952000.0,4.09
6274,台燿,4965000.0,3.96
8046,南電,4559000.0,3.38
2368,金像電,2887000.0,3.28
2327,國巨*,7499000.0,3.12
6805,富世達,1124000.0,2.94
3661,世芯-KY,567000.0,2.82
8210,勤誠,1593000.0,2.16
6515,穎崴,232000.0,1.63
6510,精測,288000.0,1.53
5274,信驊,102000.0,1.4
6139,亞翔,1679000.0,1.34
2449,京元電子,2676000.0,1.21
4979,華星光,1219000.0,0.84
2404,漢唐,537000.0,0.81
8358,金居,1827000.0,0.72
3211,順達,1515000.0,0.69
1802,台玻,5996000.0,0.57
6191,精成科,3328000.0,0.52
6488,環球晶,787000.0,0.51
3376,新日興,1368000.0,0.43
1319,東陽,1498000.0,0.21
3324,雙鴻,106000.0,0.17
2002,中鋼,4924000.0,0.15
3217,優群,346000.0,0.08
3008,大立光,4000.0,0.01
2357,華碩,2000.0,0.0
8996,高力,1000.0,0.0
1815,富喬,1000.0,0.0
2439,美律,2000.0,0.0
1326,台化,1000.0,0.0
2059,川湖,1000.0,0.0
3533,嘉澤,1000.0,0.0
3045,台灣大,2000.0,0.0
2454,聯發科,1000.0,0.0
5536,聖暉*,1000.0,0.0
2313,華通,1000.0,0.0
1303,南亞,1000.0,0.0
3583,辛耘,2000.0,0.0
3711,日月光投控,2000.0,0.0
