股票代號,股票名稱,股數,權重(%)
2330,台積電,3112000.0,9.97
3017,奇鋐,2290000.0,6.0
2345,智邦,2526000.0,5.85
6669,緯穎,710000.0,5.74
2308,台達電,2656000.0,5.14
2368,金像電,3885000.0,4.72
2383,台光電,1578000.0,4.71
6223,旺矽,1069000.0,4.54
6274,台燿,4877000.0,4.33
8299,群聯,1358000.0,4.22
3665,貿聯-KY,1483848.0,4.03
2454,聯發科,1383000.0,3.74
2317,鴻海,8470000.0,3.72
3653,健策,758000.0,3.71
3661,世芯-KY,458000.0,3.12
6805,富世達,1016000.0,2.64
8210,勤誠,1513000.0,2.62
5274,信驊,142000.0,2.08
2404,漢唐,806000.0,1.53
2059,川湖,232000.0,1.47
0050,元大台灣50,10871000.0,1.45
2327,國巨*,2321000.0,1.07
3533,嘉澤,376000.0,1.01
8358,金居,2026000.0,1.0
2337,旺宏,8886000.0,0.99
1303,南亞,7149000.0,0.84
5536,聖暉*,513000.0,0.75
6139,亞翔,627000.0,0.72
0052,富邦科技,9274000.0,0.72
6191,精成科,3138000.0,0.68
6515,穎崴,91000.0,0.61
2313,華通,2651000.0,0.58
5269,祥碩,209000.0,0.56
3715,定穎投控,2002960.0,0.53
2449,京元電子,955000.0,0.48
3211,順達,570000.0,0.33
1319,東陽,1575000.0,0.28
3515,華擎,423000.0,0.2
3376,新日興,454000.0,0.2
1605,華新,2551000.0,0.18
3217,優群,326000.0,0.1
8996,高力,51000.0,0.06
3008,大立光,3000.0,0.01
6510,精測,2000.0,0.01
3044,健鼎,1000.0,0.0
2357,華碩,2000.0,0.0
2439,美律,2000.0,0.0
4958,臻鼎-KY,1000.0,0.0
3045,台灣大,2000.0,0.0
2354,鴻準,1000.0,0.0
3081,聯亞,1000.0,0.0
2884,玉山金,2010.0,0.0
3583,辛耘,2000.0,0.0
3711,日月光投控,2000.0,0.0
