股票代號,股票名稱,股數,權重(%)
2330,台積電,5827000.0,9.4
2383,台光電,2861000.0,7.71
2308,台達電,4450000.0,6.28
3653,健策,1734000.0,5.69
3665,貿聯-KY,3132848.0,5.65
2368,金像電,6607000.0,5.65
2345,智邦,3726000.0,5.5
3017,奇鋐,3066000.0,5.47
6223,旺矽,1434000.0,5.29
3037,欣興,9287000.0,4.71
8046,南電,8269000.0,4.39
5274,信驊,323000.0,3.19
2327,國巨*,12614000.0,3.1
2449,京元電子,8903000.0,2.13
3711,日月光投控,6259000.0,2.12
6515,穎崴,283000.0,1.96
6274,台燿,2954000.0,1.92
6510,精測,605000.0,1.68
6805,富世達,1160000.0,1.66
1303,南亞,19943000.0,1.39
3211,順達,3902000.0,1.14
8358,金居,4809000.0,1.12
3189,景碩,2697000.0,0.8
6147,頎邦,7692000.0,0.73
2454,聯發科,528000.0,0.69
3443,創意,271000.0,0.61
3661,世芯-KY,236000.0,0.59
2404,漢唐,784000.0,0.59
6488,環球晶,1380000.0,0.56
8996,高力,535000.0,0.48
3264,欣銓,2916000.0,0.45
4979,華星光,1037000.0,0.39
1326,台化,9002000.0,0.36
6187,萬潤,388000.0,0.33
3583,辛耘,527000.0,0.3
6191,精成科,3402000.0,0.26
3376,新日興,1429000.0,0.23
6669,緯穎,77000.0,0.23
2481,強茂,1637000.0,0.13
3324,雙鴻,161000.0,0.12
2002,中鋼,4930000.0,0.08
3217,優群,484000.0,0.06
8210,勤誠,64000.0,0.05
1319,東陽,491000.0,0.03
3008,大立光,11000.0,0.02
2357,華碩,9000.0,0.0
1815,富喬,6000.0,0.0
2439,美律,9000.0,0.0
3045,台灣大,9000.0,0.0
2313,華通,8000.0,0.0
5347,世界,8000.0,0.0
