股票代號,股票名稱,股數,權重(%)
2330,台積電,6121000.0,9.34
2383,台光電,3012000.0,8.42
2308,台達電,4610000.0,6.04
2368,金像電,6821000.0,5.83
3665,貿聯-KY,3260848.0,5.62
3653,健策,1837000.0,5.6
2345,智邦,3878000.0,5.6
3017,奇鋐,3202000.0,5.46
6223,旺矽,1489000.0,5.03
3037,欣興,9287000.0,4.21
8046,南電,8389000.0,4.04
5274,信驊,343000.0,3.49
2327,國巨*,13128000.0,3.1
3711,日月光投控,6535000.0,2.14
6274,台燿,2954000.0,2.05
6515,穎崴,305000.0,2.03
2449,京元電子,9275000.0,1.98
6805,富世達,1308000.0,1.75
6510,精測,620000.0,1.64
2454,聯發科,1067000.0,1.4
8358,金居,5389000.0,1.32
1303,南亞,16352000.0,1.06
3211,順達,3850000.0,0.98
3189,景碩,2764000.0,0.78
8210,勤誠,944000.0,0.69
3443,創意,271000.0,0.61
6147,頎邦,7884000.0,0.61
3661,世芯-KY,251000.0,0.59
6488,環球晶,1434000.0,0.54
2404,漢唐,804000.0,0.54
6669,緯穎,195000.0,0.53
5439,高技,1719000.0,0.5
8996,高力,535000.0,0.43
3264,欣銓,2989000.0,0.41
4979,華星光,1037000.0,0.41
6187,萬潤,388000.0,0.32
6191,精成科,3585000.0,0.27
3583,辛耘,527000.0,0.27
3376,新日興,1465000.0,0.21
2481,強茂,1716000.0,0.13
3324,雙鴻,163000.0,0.12
2002,中鋼,5052000.0,0.07
3217,優群,545000.0,0.06
1319,東陽,493000.0,0.03
3008,大立光,12000.0,0.02
1815,富喬,106000.0,0.01
2313,華通,59000.0,0.01
2357,華碩,11000.0,0.0
2439,美律,11000.0,0.0
3045,台灣大,11000.0,0.0
5347,世界,10000.0,0.0
