股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1477,聚陽實業,201000.0,0.25,201000.0,0.0,持平
1504,已清倉,0.0,,0.0,0.0,持平
1519,已清倉,0.0,,0.0,0.0,持平
1590,已清倉,0.0,,0.0,0.0,持平
2027,已清倉,0.0,,0.0,0.0,持平
2059,川湖科技,82000.0,2.32,82000.0,0.0,持平
2308,台達電子工業,459000.0,5.38,459000.0,0.0,持平
2317,鴻海精密工業,1506000.0,2.15,1506000.0,0.0,持平
2327,已清倉,0.0,,0.0,0.0,持平
2330,台灣積體電路製造,645000.0,8.31,645000.0,0.0,持平
2344,華邦電子,3621000.0,2.38,3621000.0,0.0,持平
2345,智邦科技,227000.0,3.25,227000.0,0.0,持平
2360,致茂電子,248000.0,3.25,248000.0,0.0,持平
2368,金像電子（股）公司,393000.0,2.92,393000.0,0.0,持平
2376,技嘉科技,577000.0,1.05,577000.0,0.0,持平
2379,已清倉,0.0,,0.0,0.0,持平
2382,廣達電腦,899000.0,1.6,899000.0,0.0,持平
2383,台光電子材料,134000.0,3.63,134000.0,0.0,持平
2408,南亞科技,1646000.0,2.79,1646000.0,0.0,持平
2449,已清倉,0.0,,0.0,0.0,持平
2454,聯發科技,188000.0,3.86,188000.0,0.0,持平
2548,華固建設,512000.0,0.37,512000.0,0.0,持平
2723,已清倉,0.0,,0.0,0.0,持平
2881,已清倉,0.0,,0.0,0.0,持平
2884,玉山金融控股,3867622.0,0.7,3867622.0,0.0,持平
2891,中國信託金融控股,2849000.0,0.95,2849000.0,0.0,持平
3017,奇鋐科技,184000.0,2.65,184000.0,0.0,持平
3036,文曄科技,1067000.0,1.8,1067000.0,0.0,持平
3037,欣興電子,562000.0,2.94,562000.0,0.0,持平
3044,健鼎科技,276000.0,0.78,276000.0,0.0,持平
3081,聯亞光電工業,127000.0,1.87,127000.0,0.0,持平
3189,景碩科技,305000.0,0.98,305000.0,0.0,持平
3211,已清倉,0.0,,0.0,0.0,持平
3231,緯創資通,1228000.0,0.99,1228000.0,0.0,持平
3264,欣銓科技,172000.0,0.22,172000.0,0.0,持平
3293,鈊象電子,220000.0,0.94,220000.0,0.0,持平
3443,創意電子,70000.0,2.05,70000.0,0.0,持平
3526,已清倉,0.0,,0.0,0.0,持平
3533,嘉澤端子工業,13000.0,0.19,13000.0,0.0,持平
3653,健策精密工業,38000.0,0.73,38000.0,0.0,持平
3661,已清倉,0.0,,0.0,0.0,持平
3665,貿聯控股（BizLink Holding In,53336.0,0.66,53336.0,0.0,持平
3711,日月光投資控股,584000.0,1.72,584000.0,0.0,持平
4749,已清倉,0.0,,0.0,0.0,持平
4915,致伸科技,298000.0,0.12,298000.0,0.0,持平
5234,已清倉,0.0,,0.0,0.0,持平
5274,信驊科技,25000.0,2.37,25000.0,0.0,持平
5434,已清倉,0.0,,0.0,0.0,持平
5439,已清倉,0.0,,0.0,0.0,持平
5904,寶雅國際,179450.0,0.58,179450.0,0.0,持平
6121,已清倉,0.0,,0.0,0.0,持平
6223,旺矽科技,71000.0,2.32,71000.0,0.0,持平
6274,台燿科技,222000.0,1.7,222000.0,0.0,持平
6442,光紅建聖,71000.0,0.73,71000.0,0.0,持平
6510,已清倉,0.0,,0.0,0.0,持平
6515,穎崴科技,37000.0,2.03,37000.0,0.0,持平
6561,已清倉,0.0,,0.0,0.0,持平
6584,南俊國際,153000.0,0.6,153000.0,0.0,持平
6669,緯穎科技服務,68000.0,2.1,68000.0,0.0,持平
6805,富世達,161000.0,1.68,161000.0,0.0,持平
6811,已清倉,0.0,,0.0,0.0,持平
6831,邁科科技,224000.0,1.01,224000.0,0.0,持平
7769,鴻勁精密,74000.0,3.28,74000.0,0.0,持平
8114,已清倉,0.0,,0.0,0.0,持平
8210,勤誠興業,236000.0,1.82,236000.0,0.0,持平
8299,群聯電子,150000.0,2.02,150000.0,0.0,持平
8996,高力熱處理工業,221000.0,1.36,221000.0,0.0,持平
