股票代號,股票名稱,股數,權重(%),股數_old,股數變化,狀態
1477,聚陽實業,162000.0,0.52,0.0,162000.0,新買入
1504,已清倉,0.0,,879000.0,-879000.0,全部賣出
1519,華城電機,118000.0,1.16,196000.0,-78000.0,減碼
1590,亞德客國際集團,85000.0,1.04,85000.0,0.0,持平
2027,大成不銹鋼工業,1720000.0,0.69,2547000.0,-827000.0,減碼
2059,川湖科技,79000.0,2.53,79000.0,0.0,持平
2308,台達電子工業,338000.0,4.15,373000.0,-35000.0,減碼
2317,鴻海精密工業,1685000.0,3.77,1685000.0,0.0,持平
2327,國巨,186000.0,0.5,0.0,186000.0,新買入
2330,台灣積體電路製造,499000.0,9.2,514000.0,-15000.0,減碼
2344,華邦電子,2243000.0,2.72,2243000.0,0.0,持平
2345,智邦科技,180000.0,2.14,180000.0,0.0,持平
2360,致茂電子,146000.0,1.48,182000.0,-36000.0,減碼
2368,金像電子（股）公司,354000.0,2.61,406000.0,-52000.0,減碼
2376,技嘉科技,313000.0,0.74,313000.0,0.0,持平
2379,瑞昱半導體,202000.0,1.0,109000.0,93000.0,加碼
2382,廣達電腦,845000.0,2.41,845000.0,0.0,持平
2383,台光電子材料,117000.0,2.18,117000.0,0.0,持平
2408,南亞科技,741000.0,2.28,741000.0,0.0,持平
2449,京元電子,459000.0,1.37,459000.0,0.0,持平
2454,聯發科技,203000.0,3.61,203000.0,0.0,持平
2723,已清倉,0.0,,0.0,0.0,持平
2881,富邦金融控股,1789575.0,1.69,2376575.0,-587000.0,減碼
2884,玉山金融控股,5227622.0,1.82,5227622.0,0.0,持平
2891,中國信託金融控股,4814000.0,2.56,4814000.0,0.0,持平
3017,奇鋐科技,188000.0,2.93,188000.0,0.0,持平
3036,文曄科技,1012000.0,1.61,1012000.0,0.0,持平
3044,健鼎科技,363000.0,1.48,504000.0,-141000.0,減碼
3211,已清倉,0.0,,51000.0,-51000.0,全部賣出
3231,緯創資通,1156000.0,1.55,1156000.0,0.0,持平
3264,欣銓科技,794000.0,1.27,0.0,794000.0,新買入
3293,鈊象電子,135000.0,0.99,135000.0,0.0,持平
3443,創意電子,47000.0,1.32,0.0,47000.0,新買入
3526,凡甲科技,304000.0,0.79,304000.0,0.0,持平
3653,健策精密工業,62000.0,1.91,62000.0,0.0,持平
3661,已清倉,0.0,,17000.0,-17000.0,全部賣出
3665,貿聯控股（BizLink Holding In,177336.0,2.45,150336.0,27000.0,加碼
4749,新應材,53000.0,0.47,90000.0,-37000.0,減碼
4915,致伸科技,949000.0,0.76,949000.0,0.0,持平
5234,達興材料,323000.0,1.11,323000.0,0.0,持平
5434,崇越科技,277000.0,0.93,277000.0,0.0,持平
5439,高技企業,306000.0,0.9,612000.0,-306000.0,減碼
5904,寶雅國際,170450.0,0.71,170450.0,0.0,持平
6121,新普科技,107000.0,0.39,214000.0,-107000.0,減碼
6223,旺矽科技,67000.0,1.84,67000.0,0.0,持平
6274,台燿科技,317000.0,1.64,368000.0,-51000.0,減碼
6442,光紅建聖,71000.0,1.27,117000.0,-46000.0,減碼
6510,中華精測科技,24000.0,0.86,35000.0,-11000.0,減碼
6515,穎崴科技,37000.0,1.57,37000.0,0.0,持平
6561,是方電訊,25000.0,0.08,50000.0,-25000.0,減碼
6584,南俊國際,159000.0,0.48,159000.0,0.0,持平
6669,緯穎科技服務,67000.0,2.52,67000.0,0.0,持平
6805,富世達,97000.0,1.42,97000.0,0.0,持平
6811,宏碁資訊服務,65000.0,0.14,130000.0,-65000.0,減碼
7769,鴻勁精密,35000.0,1.37,0.0,35000.0,新買入
8114,振樺電子,135000.0,0.25,270000.0,-135000.0,減碼
8210,勤誠興業,248000.0,2.33,248000.0,0.0,持平
8996,高力熱處理工業,154000.0,1.24,0.0,154000.0,新買入
