股票代號,股票名稱,權重(%),持有股數,股數變化,狀態
2330,台積電,10.018,1555000.0,0.0,➖ 持平
8299,群聯,6.1149,840000.0,0.0,➖ 持平
5536,聖暉*,6.0,2410000.0,0.0,➖ 持平
6669,緯穎,5.1779,385000.0,0.0,➖ 持平
3264,欣銓,3.5768,6508000.0,0.0,➖ 持平
7769,鴻勁,3.5706,263000.0,0.0,➖ 持平
2345,智邦,3.0493,713000.0,0.0,➖ 持平
6139,亞翔,3.0378,1512000.0,0.0,➖ 持平
2360,致茂,2.9324,786000.0,0.0,➖ 持平
2308,台達電,2.8984,632000.0,0.0,➖ 持平
6257,矽格,2.8484,5862000.0,0.0,➖ 持平
2383,台光電,2.8041,428000.0,0.0,➖ 持平
2441,超豐,2.7559,7602000.0,0.0,➖ 持平
6223,旺矽,2.5474,275000.0,0.0,➖ 持平
3017,奇鋐,2.5474,509000.0,0.0,➖ 持平
2451,創見,2.3725,2733000.0,0.0,➖ 持平
3036,文曄,2.2315,4185000.0,0.0,➖ 持平
3491,昇達科,2.1502,547000.0,0.0,➖ 持平
3665,貿聯-KY,2.0193,399136.0,0.0,➖ 持平
2059,川湖,2.014,155000.0,0.0,➖ 持平
5439,高技,1.9349,1796000.0,0.0,➖ 持平
2428,興勤,1.8258,2834000.0,0.0,➖ 持平
2449,京元電子,1.7602,1688000.0,0.0,➖ 持平
2421,建準,1.6511,2965000.0,0.0,➖ 持平
4958,臻鼎-KY,1.6346,2634000.0,0.0,➖ 持平
6274,台燿,1.5886,866000.0,0.0,➖ 持平
3008,大立光,1.5221,170000.0,0.0,➖ 持平
6805,富世達,1.4516,289000.0,0.0,➖ 持平
2316,楠梓電,1.3756,3837000.0,0.0,➖ 持平
2404,漢唐,1.305,364000.0,0.0,➖ 持平
1785,光洋科,0.986,4200000.0,0.0,➖ 持平
2472,立隆電,0.8237,1926000.0,0.0,➖ 持平
8358,金居,0.7803,781000.0,0.0,➖ 持平
5289,宜鼎,0.7213,266000.0,0.0,➖ 持平
2454,聯發科,0.5161,87000.0,0.0,➖ 持平
6488,環球晶,0.4804,250000.0,0.0,➖ 持平
2606,裕民,0.4513,2000000.0,0.0,➖ 持平
5425,台半,0.4258,1770000.0,0.0,➖ 持平
2327,國巨*,0.3936,371000.0,0.0,➖ 持平
3711,日月光投控,0.3615,323000.0,0.0,➖ 持平
2368,金像電,0.3409,145000.0,0.0,➖ 持平
3324,雙鴻,0.3385,100000.0,0.0,➖ 持平
8210,勤誠,0.335,95000.0,0.0,➖ 持平
2481,強茂,0.3348,1028000.0,0.0,➖ 持平
3376,新日興,0.2967,360000.0,0.0,➖ 持平
3231,緯創,0.2961,596000.0,0.0,➖ 持平
9938,百和,0.2749,1461000.0,0.0,➖ 持平
8464,億豐,0.2203,144000.0,0.0,➖ 持平
6446,藥華藥,0.2196,100583.0,0.0,➖ 持平
6177,達麗,0.2188,1200350.0,0.0,➖ 持平
8996,高力,0.2038,78000.0,0.0,➖ 持平
6472,保瑞,0.1954,100000.0,0.0,➖ 持平
5274,信驊,0.1937,6000.0,0.0,➖ 持平
2885,元大金,0.1689,1117420.0,0.0,➖ 持平
8046,南電,0.1446,104000.0,0.0,➖ 持平
1319,東陽,0.1415,360000.0,0.0,➖ 持平
4441,振大環球,0.0601,60000.0,0.0,➖ 持平
6768,志強-KY,0.0159,41000.0,0.0,➖ 持平
2548,華固,0.0116,29600.0,0.0,➖ 持平
3443,創意,0.0099,1000.0,0.0,➖ 持平
3529,力旺,0.0055,1000.0,0.0,➖ 持平
1519,華城,0.0022,600.0,0.0,➖ 持平
7722,LINEPAY,0.0018,1000.0,0.0,➖ 持平
3706,神達,0.0004,1400.0,0.0,➖ 持平
2886,兆豐金,0.0001,1000.0,0.0,➖ 持平
2881,富邦金,0.0,250.0,0.0,➖ 持平
2317,鴻海,,0.0,0.0,➖ 持平
