股票代號,股票名稱,權重(%),持有股數,股數變化,狀態
2330,台積電,8.9445,1457000.0,12000.0,🔺 增加
8299,群聯,5.5228,854000.0,0.0,➖ 持平
5536,聖暉*,5.1702,2470000.0,0.0,➖ 持平
6669,緯穎,5.092,425000.0,3000.0,🔺 增加
7769,鴻勁,3.7837,263000.0,0.0,➖ 持平
6139,亞翔,3.6812,2170000.0,13000.0,🔺 增加
3264,欣銓,3.5461,7184000.0,55000.0,🔺 增加
2383,台光電,3.3342,462000.0,3000.0,🔺 增加
2360,致茂,3.3143,866000.0,6000.0,🔺 增加
2345,智邦,3.1999,729000.0,0.0,➖ 持平
2308,台達電,3.0245,699000.0,5000.0,🔺 增加
6257,矽格,2.6647,6511000.0,53000.0,🔺 增加
3491,昇達科,2.6488,547000.0,0.0,➖ 持平
3017,奇鋐,2.6343,544000.0,4000.0,🔺 增加
2449,京元電子,2.6042,2557000.0,19000.0,🔺 增加
3036,文曄,2.5866,4587000.0,30000.0,🔺 增加
2454,聯發科,2.56,449000.0,0.0,➖ 持平
2441,超豐,2.4537,8418000.0,71000.0,🔺 增加
6223,旺矽,2.3181,280000.0,0.0,➖ 持平
6274,台燿,2.07,1179000.0,7000.0,🔺 增加
5439,高技,1.8517,1979000.0,16000.0,🔺 增加
2428,興勤,1.8332,3138000.0,24000.0,🔺 增加
3324,雙鴻,1.814,553000.0,1000.0,🔺 增加
4958,臻鼎-KY,1.7781,2691000.0,0.0,➖ 持平
3665,貿聯-KY,1.7726,438136.0,0.0,➖ 持平
8210,勤誠,1.5574,573000.0,1000.0,🔺 增加
2421,建準,1.4867,3282000.0,27000.0,🔺 增加
6805,富世達,1.364,295000.0,0.0,➖ 持平
2316,楠梓電,1.3024,4241000.0,34000.0,🔺 增加
3008,大立光,1.2906,170000.0,0.0,➖ 持平
2404,漢唐,1.142,373000.0,0.0,➖ 持平
8996,高力,1.0994,378000.0,0.0,➖ 持平
1785,光洋科,0.9091,4656000.0,37000.0,🔺 增加
2606,裕民,0.8397,4200000.0,0.0,➖ 持平
5289,宜鼎,0.7434,292000.0,2000.0,🔺 增加
8358,金居,0.7332,781000.0,0.0,➖ 持平
2059,川湖,0.5369,55000.0,0.0,➖ 持平
3231,緯創,0.5136,1255000.0,0.0,➖ 持平
2472,立隆電,0.4565,1223000.0,0.0,➖ 持平
3711,日月光投控,0.4243,356000.0,3000.0,🔺 增加
2368,金像電,0.4085,157000.0,1000.0,🔺 增加
2327,國巨*,0.3902,415000.0,3000.0,🔺 增加
5425,台半,0.345,1770000.0,0.0,➖ 持平
2451,創見,0.3297,464000.0,4000.0,🔺 增加
2481,強茂,0.281,1028000.0,0.0,➖ 持平
9938,百和,0.2378,1461000.0,0.0,➖ 持平
6446,藥華藥,0.2297,100583.0,0.0,➖ 持平
3376,新日興,0.2266,360000.0,0.0,➖ 持平
8464,億豐,0.1846,144000.0,0.0,➖ 持平
5274,信驊,0.1828,6000.0,0.0,➖ 持平
6177,達麗,0.1824,1200350.0,0.0,➖ 持平
3529,力旺,0.1713,23000.0,0.0,➖ 持平
2885,元大金,0.1656,1117420.0,0.0,➖ 持平
8046,南電,0.1634,104000.0,0.0,➖ 持平
1319,東陽,0.1147,360000.0,0.0,➖ 持平
4441,振大環球,0.0466,60000.0,0.0,➖ 持平
6768,志強-KY,0.0128,41000.0,0.0,➖ 持平
2548,華固,0.0102,29600.0,0.0,➖ 持平
3443,創意,0.0078,1000.0,0.0,➖ 持平
1519,華城,0.0017,600.0,0.0,➖ 持平
7722,LINEPAY,0.0013,1000.0,0.0,➖ 持平
3706,神達,0.0003,1400.0,0.0,➖ 持平
2886,兆豐金,0.0001,1000.0,0.0,➖ 持平
2881,富邦金,0.0,250.0,0.0,➖ 持平
2317,鴻海,,0.0,0.0,➖ 持平
6472,保瑞,,0.0,0.0,➖ 持平
6488,環球晶,,0.0,0.0,➖ 持平
