股票代號,股票名稱,權重(%),持有股數,股數變化,狀態
2330,台積電,8.8656,1794000.0,0.0,➖ 持平
2454,聯發科,6.7768,872000.0,0.0,➖ 持平
6669,緯穎,6.5413,510000.0,0.0,➖ 持平
6139,亞翔,5.9813,3828000.0,0.0,➖ 持平
2059,川湖,5.0776,185000.0,0.0,➖ 持平
2383,台光電,3.7271,320000.0,0.0,➖ 持平
3105,穩懋,3.6782,4809000.0,0.0,➖ 持平
2360,致茂,3.6344,844000.0,0.0,➖ 持平
6223,旺矽,3.4403,307000.0,0.0,➖ 持平
2345,智邦,3.4092,817000.0,0.0,➖ 持平
6531,愛普*,2.9875,1650000.0,210000.0,🔺 增加
3008,大立光,2.9564,257000.0,0.0,➖ 持平
4958,臻鼎-KY,2.8738,3178000.0,0.0,➖ 持平
3491,昇達科,2.6247,1000000.0,0.0,➖ 持平
3017,奇鋐,2.2265,379000.0,0.0,➖ 持平
6488,環球晶,2.1553,1117000.0,0.0,➖ 持平
3583,辛耘,1.6716,1158000.0,0.0,➖ 持平
3264,欣銓,1.6588,3985000.0,-795000.0,🔻 減少
6274,台燿,1.3304,434000.0,0.0,➖ 持平
2455,全新,1.3087,1572000.0,0.0,➖ 持平
6214,精誠,1.2897,3504000.0,0.0,➖ 持平
5483,中美晶,1.275,3533000.0,0.0,➖ 持平
2377,微星,1.2726,4386000.0,0.0,➖ 持平
2303,聯電,1.2625,5285000.0,0.0,➖ 持平
2376,技嘉,1.253,1800000.0,0.0,➖ 持平
3231,緯創,1.235,3432000.0,0.0,➖ 持平
2301,光寶科,1.225,2289000.0,0.0,➖ 持平
2428,興勤,1.2246,2356000.0,0.0,➖ 持平
2395,研華,1.199,901000.0,0.0,➖ 持平
3265,台星科,1.1925,3472000.0,0.0,➖ 持平
3711,日月光投控,1.1543,959000.0,0.0,➖ 持平
3090,日電貿,1.149,3396000.0,0.0,➖ 持平
2467,志聖,1.1483,1000000.0,0.0,➖ 持平
2478,大毅,1.1355,4484000.0,0.0,➖ 持平
5274,信驊,1.1299,35900.0,0.0,➖ 持平
8996,高力,0.8538,382000.0,0.0,➖ 持平
5536,聖暉*,0.8282,459000.0,0.0,➖ 持平
6472,保瑞,0.4814,516000.0,258000.0,🔺 增加
2486,一詮,0.4743,950000.0,950000.0,🔥 新進
3529,力旺,0.4109,93000.0,0.0,➖ 持平
6239,力成,0.3894,710000.0,0.0,➖ 持平
6213,聯茂,0.3376,321000.0,0.0,➖ 持平
3617,碩天,0.3208,603000.0,0.0,➖ 持平
6196,帆宣,0.3117,310000.0,0.0,➖ 持平
2476,鉅祥,0.3112,1303000.0,0.0,➖ 持平
6672,騰輝電子-KY,0.2994,546000.0,0.0,➖ 持平
2885,元大金,0.2904,2213556.0,0.0,➖ 持平
8070,長華*,0.2872,2871000.0,0.0,➖ 持平
5425,台半,0.2792,1544000.0,0.0,➖ 持平
6446,藥華藥,0.1205,42000.0,0.0,➖ 持平
6177,達麗,0.0189,194350.0,0.0,➖ 持平
3443,創意,0.0114,1000.0,0.0,➖ 持平
8046,南電,0.0023,1000.0,0.0,➖ 持平
4441,振大環球,0.0014,4000.0,0.0,➖ 持平
1519,華城,0.0009,660.0,0.0,➖ 持平
