股票代號,股票名稱,權重(%),持有股數,股數變化,狀態
2330,台積電,8.7725,1468000.0,0.0,➖ 持平
5536,聖暉*,7.0932,3340000.0,0.0,➖ 持平
3105,穩懋,5.3207,3946000.0,1000.0,🔺 增加
6669,緯穎,5.0435,461000.0,0.0,➖ 持平
2360,致茂,4.5197,855000.0,0.0,➖ 持平
2383,台光電,4.4395,457000.0,0.0,➖ 持平
6139,亞翔,3.8674,2278000.0,0.0,➖ 持平
2345,智邦,3.7678,719000.0,0.0,➖ 持平
3017,奇鋐,3.6766,538000.0,0.0,➖ 持平
6223,旺矽,3.6454,276000.0,0.0,➖ 持平
3264,欣銓,3.5681,7078000.0,0.0,➖ 持平
2308,台達電,3.5206,690000.0,0.0,➖ 持平
7769,鴻勁,3.3812,259000.0,0.0,➖ 持平
6257,矽格,3.3116,6338000.0,0.0,➖ 持平
3491,昇達科,2.9566,539000.0,0.0,➖ 持平
6805,富世達,2.9017,501000.0,0.0,➖ 持平
3036,文曄,2.2111,3090000.0,0.0,➖ 持平
2454,聯發科,2.1449,443000.0,0.0,➖ 持平
4958,臻鼎-KY,2.0129,2654000.0,0.0,➖ 持平
1785,光洋科,1.3494,4611000.0,14000.0,🔺 增加
2059,川湖,1.0768,106000.0,0.0,➖ 持平
8996,高力,1.0527,373000.0,0.0,➖ 持平
2404,漢唐,1.0194,368000.0,0.0,➖ 持平
3030,德律,0.9478,1135000.0,631000.0,🔺 增加
2347,聯強,0.9178,3693000.0,2092000.0,🔺 增加
6488,環球晶,0.9125,683000.0,379000.0,🔺 增加
3131,弘塑,0.9109,89000.0,50000.0,🔺 增加
3211,順達,0.9047,780000.0,422000.0,🔺 增加
5289,宜鼎,0.9026,274000.0,0.0,➖ 持平
2313,華通,0.8673,1033000.0,581000.0,🔺 增加
6285,啟碁,0.7855,1184000.0,1184000.0,🔥 新進
3533,嘉澤,0.7585,111000.0,111000.0,🔥 新進
2472,立隆電,0.5209,1210000.0,-13000.0,🔻 減少
6274,台燿,0.4954,223000.0,37000.0,🔺 增加
2368,金像電,0.474,155000.0,0.0,➖ 持平
2303,聯電,0.4518,2445000.0,1367000.0,🔺 增加
6147,頎邦,0.4373,1446000.0,0.0,➖ 持平
2467,志聖,0.432,314000.0,4000.0,🔺 增加
3711,日月光投控,0.4096,349000.0,0.0,➖ 持平
3665,貿聯-KY,0.3589,58136.0,0.0,➖ 持平
3008,大立光,0.3563,51000.0,0.0,➖ 持平
4938,和碩,0.3015,1236000.0,708000.0,🔺 增加
6691,洋基工程,0.2835,159000.0,90000.0,🔺 增加
6177,達麗,0.26,1784350.0,0.0,➖ 持平
5274,信驊,0.2319,6000.0,0.0,➖ 持平
3376,新日興,0.23,355000.0,0.0,➖ 持平
3529,力旺,0.2061,23000.0,0.0,➖ 持平
8046,南電,0.201,103000.0,0.0,➖ 持平
2885,元大金,0.1591,1102420.0,0.0,➖ 持平
8464,億豐,0.1525,142000.0,0.0,➖ 持平
1319,東陽,0.0886,355000.0,0.0,➖ 持平
4441,振大環球,0.0348,59000.0,0.0,➖ 持平
2548,華固,0.0115,29600.0,0.0,➖ 持平
6510,精測,0.0105,1000.0,0.0,➖ 持平
3443,創意,0.0076,1000.0,0.0,➖ 持平
1519,華城,0.0015,600.0,0.0,➖ 持平
8358,金居,0.0008,1000.0,0.0,➖ 持平
3706,神達,0.0003,1400.0,0.0,➖ 持平
2886,兆豐金,0.0001,1000.0,0.0,➖ 持平
2881,富邦金,0.0,250.0,0.0,➖ 持平
2316,楠梓電,,0.0,-2475000.0,👋 賣出
2317,鴻海,,0.0,0.0,➖ 持平
2327,國巨*,,0.0,-242000.0,👋 賣出
2421,建準,,0.0,-1984925.0,👋 賣出
2428,興勤,,0.0,-1830000.0,👋 賣出
2441,超豐,,0.0,-4908000.0,👋 賣出
2449,京元電子,,0.0,-1493000.0,👋 賣出
2451,創見,,0.0,-278000.0,👋 賣出
2481,強茂,,0.0,-617000.0,👋 賣出
2606,裕民,,0.0,0.0,➖ 持平
3231,緯創,,0.0,0.0,➖ 持平
3324,雙鴻,,0.0,-326000.0,👋 賣出
5425,台半,,0.0,0.0,➖ 持平
5439,高技,,0.0,-1154000.0,👋 賣出
6446,藥華藥,,0.0,0.0,➖ 持平
6472,保瑞,,0.0,0.0,➖ 持平
6768,志強-KY,,0.0,0.0,➖ 持平
7722,LINEPAY,,0.0,0.0,➖ 持平
8210,勤誠,,0.0,-150000.0,👋 賣出
8299,群聯,,0.0,0.0,➖ 持平
9938,百和,,0.0,0.0,➖ 持平
