股票代號,股票名稱,權重(%),持有股數,股數變化,狀態
2330,台積電,8.82,1458000.0,-12000.0,🔻 減少
6669,緯穎,6.3418,472000.0,-3000.0,🔻 減少
5536,聖暉*,5.4105,2470000.0,0.0,➖ 持平
8299,群聯,4.8942,854000.0,0.0,➖ 持平
2360,致茂,3.8784,867000.0,-6000.0,🔻 減少
6139,亞翔,3.7395,2171000.0,-14000.0,🔻 減少
7769,鴻勁,3.5546,263000.0,0.0,➖ 持平
2383,台光電,3.4863,463000.0,-3000.0,🔻 減少
2345,智邦,3.2959,729000.0,0.0,➖ 持平
3264,欣銓,3.2374,7186000.0,-60000.0,🔻 減少
3017,奇鋐,3.1581,545000.0,-3000.0,🔻 減少
3036,文曄,3.0862,4594000.0,-26000.0,🔻 減少
2308,台達電,2.9753,700000.0,-5000.0,🔻 減少
6257,矽格,2.7592,6516000.0,-51000.0,🔻 減少
3665,貿聯-KY,2.7358,498136.0,-20000.0,🔻 減少
2454,聯發科,2.5374,449000.0,0.0,➖ 持平
6223,旺矽,2.5362,280000.0,0.0,➖ 持平
3491,昇達科,2.4033,547000.0,0.0,➖ 持平
2449,京元電子,2.4026,2558000.0,-21000.0,🔻 減少
2441,超豐,2.3629,8424000.0,-74000.0,🔻 減少
2428,興勤,1.7439,3139000.0,-25000.0,🔻 減少
5439,高技,1.7304,1980000.0,-17000.0,🔻 減少
3324,雙鴻,1.7188,552000.0,-1000.0,🔻 減少
8210,勤誠,1.6966,573000.0,-1000.0,🔻 減少
6274,台燿,1.6432,1020000.0,-7000.0,🔻 減少
6805,富世達,1.6108,295000.0,0.0,➖ 持平
4958,臻鼎-KY,1.5207,2691000.0,0.0,➖ 持平
2421,建準,1.4686,3283000.0,-28000.0,🔻 減少
2404,漢唐,1.3063,373000.0,0.0,➖ 持平
3008,大立光,1.2773,170000.0,0.0,➖ 持平
2316,楠梓電,1.2661,4244000.0,-35000.0,🔻 減少
8996,高力,0.9351,378000.0,0.0,➖ 持平
1785,光洋科,0.9304,4661000.0,-37000.0,🔻 減少
2606,裕民,0.8852,4200000.0,0.0,➖ 持平
5289,宜鼎,0.7257,293000.0,-2000.0,🔻 減少
8358,金居,0.6303,781000.0,0.0,➖ 持平
2059,川湖,0.5919,56000.0,-1000.0,🔻 減少
3231,緯創,0.5138,1256000.0,-5000.0,🔻 減少
2472,立隆電,0.4341,1223000.0,0.0,➖ 持平
3711,日月光投控,0.404,359000.0,0.0,➖ 持平
2368,金像電,0.3679,157000.0,-1000.0,🔻 減少
2327,國巨*,0.3534,415000.0,-4000.0,🔻 減少
5425,台半,0.3246,1770000.0,0.0,➖ 持平
2451,創見,0.3154,464000.0,0.0,➖ 持平
2481,強茂,0.2952,1028000.0,0.0,➖ 持平
9938,百和,0.233,1461000.0,0.0,➖ 持平
3376,新日興,0.2212,360000.0,0.0,➖ 持平
6446,藥華藥,0.2206,100583.0,0.0,➖ 持平
5274,信驊,0.1818,6000.0,0.0,➖ 持平
3529,力旺,0.1775,23000.0,0.0,➖ 持平
6177,達麗,0.1769,1200350.0,0.0,➖ 持平
8464,億豐,0.1687,144000.0,0.0,➖ 持平
2885,元大金,0.1613,1117420.0,0.0,➖ 持平
8046,南電,0.1526,104000.0,0.0,➖ 持平
1319,東陽,0.1071,360000.0,0.0,➖ 持平
4441,振大環球,0.0466,60000.0,0.0,➖ 持平
6768,志強-KY,0.0125,41000.0,0.0,➖ 持平
6510,精測,0.0114,1000.0,1000.0,🔥 新進
2548,華固,0.0107,29600.0,0.0,➖ 持平
3443,創意,0.0074,1000.0,0.0,➖ 持平
1519,華城,0.0018,600.0,0.0,➖ 持平
3706,神達,0.0003,1400.0,0.0,➖ 持平
2886,兆豐金,0.0001,1000.0,0.0,➖ 持平
2881,富邦金,0.0,250.0,0.0,➖ 持平
2317,鴻海,,0.0,0.0,➖ 持平
6472,保瑞,,0.0,0.0,➖ 持平
6488,環球晶,,0.0,0.0,➖ 持平
7722,LINEPAY,,0.0,-1000.0,👋 賣出
