證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"4,000,000","9,680,000,000",11.300%
2383,台光電子,"1,400,000","7,686,000,000",8.972%
2408,南亞科技,"14,000,000","7,560,000,000",8.825%
2059,川湖科技,"510,000","7,293,000,000",8.514%
3037,欣興電子,"5,000,000","5,550,000,000",6.479%
2327,國巨股份,"7,700,000","4,596,900,000",5.366%
6669,緯穎科技,"600,000","4,320,000,000",5.043%
3017,奇鋐科技,"1,250,000","4,200,000,000",4.903%
8046,南亞電路,"3,250,000","4,030,000,000",4.704%
2454,聯發科技,"1,000,000","3,985,000,000",4.652%
3189,景碩科技,"4,100,000","3,685,900,000",4.303%
2345,智邦科技,"1,700,000","3,612,500,000",4.217%
6274,台燿科技,"2,400,000","3,576,000,000",4.174%
3081,聯亞光電,"800,000","2,644,000,000",3.086%
7769,鴻勁精密,"360,000","2,336,400,000",2.727%
3026,禾伸堂企,"2,700,000","2,003,400,000",2.339%
3653,健策精密,"340,000","1,966,900,000",2.296%
6223,旺矽科技,"380,000","1,911,400,000",2.231%
8299,群聯電子,"880,000","1,892,000,000",2.209%
5274,信驊科技,"120,500","1,883,415,000",2.199%
3008,大立光電,"1,000","7,065,000",0.008%
3711,日月光投,"9,000","5,589,000",0.007%
2382,廣達電腦,"9,000","2,992,500",0.003%
2317,鴻海精密,"9,000","2,277,000",0.003%
3665,貿聯-KY,"1,000","2,260,000",0.003%
2603,長榮海運,"9,000","2,083,500",0.002%
2360,致茂電子,"1,000","2,010,000",0.002%
2308,台達電子,"1,000","1,830,000",0.002%
3231,緯創資通,"9,000","1,602,000",0.002%
5347,世界先進,"9,000","1,377,000",0.002%
2881,富邦金融,"9,000","1,296,000",0.002%
2404,漢唐集成,"1,000","1,075,000",0.001%
2357,華碩電腦,"1,000","965,000",0.001%
2882,國泰金融,"9,000","949,500",0.001%
2379,瑞昱半導,"1,000","722,000",0.001%
2885,元大金融,"9,360","599,040",0.001%
2891,中國信託,"9,000","579,600",0.001%
3044,健鼎科技,"1,000","490,000",0.001%
2886,兆豐金融,"9,000","433,800",0.001%
2449,京元電子,"1,450","391,500",0.000%
2884,玉山金融,"9,000","348,750",0.000%
2880,華南金融,"9,090","365,873",0.000%
2890,永豐金融,"9,000","358,200",0.000%
2883,凱基金融,"9,000","294,750",0.000%
2887,台新新光,"9,000","337,500",0.000%
2313,華通電腦,"1,253","301,973",0.000%
2912,統一超商,"1,000","218,500",0.000%
3036,文曄科技,"1,000","196,000",0.000%
2412,中華電信,"1,000","135,500",0.000%
1216,統一企業,"1,000","75,700",0.000%
