證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,400,000","8,466,000,000",12.611%
2327,國巨股份,"6,150,000","6,273,000,000",9.344%
2383,台光電子,"850,000","4,845,000,000",7.217%
2408,南亞科技,"8,600,000","3,908,700,000",5.822%
2454,聯發科技,"820,000","3,718,700,000",5.539%
8299,群聯電子,"1,450,000","3,523,500,000",5.249%
3037,欣興電子,"3,200,000","3,116,800,000",4.643%
6223,旺矽科技,"400,000","2,672,000,000",3.980%
6274,台燿科技,"1,450,000","2,515,750,000",3.747%
2345,智邦科技,"900,000","2,191,500,000",3.264%
2059,川湖科技,"290,000","2,167,750,000",3.229%
5274,信驊科技,"115,000","2,128,075,000",3.170%
7769,鴻勁精密,"290,000","1,974,900,000",2.942%
2492,華新科技,"3,200,000","1,846,400,000",2.750%
3189,景碩科技,"2,400,000","1,744,800,000",2.599%
2303,聯華電子,"9,000,000","1,530,000,000",2.279%
8046,南亞電路,"1,650,000","1,499,850,000",2.234%
2344,華邦電子,"6,300,000","1,332,450,000",1.985%
3017,奇鋐科技,"400,000","970,000,000",1.445%
6515,穎崴科技,"100,000","945,000,000",1.408%
2308,台達電子,"450,000","936,000,000",1.394%
3711,日月光投,"1,400,000","926,800,000",1.381%
8210,勤誠興業,"690,000","903,900,000",1.346%
3665,貿聯-KY,"450,000","900,000,000",1.341%
8996,高力熱處,"620,000","899,000,000",1.339%
2368,金像電子,"700,000","885,500,000",1.319%
4958,臻鼎-KY,"1,500,000","880,500,000",1.312%
6669,緯穎科技,"185,000","864,875,000",1.288%
3653,健策精密,"1,000","3,840,000",0.006%
6510,中華精測,"1,000","3,665,000",0.005%
2382,廣達電腦,"9,000","3,352,500",0.005%
2449,京元電子,"9,000","2,965,500",0.004%
2317,鴻海精密,"9,000","2,335,500",0.003%
2360,致茂電子,"1,000","2,265,000",0.003%
2313,華通電腦,"9,000","2,187,000",0.003%
3042,台灣晶技,"9,000","1,714,500",0.003%
2603,長榮海運,"9,000","1,701,000",0.003%
5347,世界先進,"9,000","1,678,500",0.003%
2337,旺宏電子,"9,000","1,548,000",0.002%
3231,緯創資通,"9,000","1,426,500",0.002%
2881,富邦金融,"9,000","1,237,500",0.002%
2404,漢唐集成,"1,000","1,260,000",0.002%
2882,國泰金融,"9,000","1,021,500",0.002%
3324,雙鴻科技,"1,000","1,025,000",0.002%
1519,華城電機,"1,000","813,000",0.001%
2885,元大金融,"9,000","614,700",0.001%
2891,中國信託,"9,000","651,600",0.001%
3044,健鼎科技,"1,000","531,000",0.001%
3036,文曄科技,"1,000","220,500",0.000%
2412,中華電信,"1,000","144,000",0.000%
