證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,900,000","9,613,500,000",13.034%
2383,台光電子,"1,100,000","5,846,500,000",7.927%
2327,國巨股份,"6,400,000","5,702,400,000",7.731%
2454,聯發科技,"950,000","3,795,250,000",5.146%
2408,南亞科技,"9,000,000","3,564,000,000",4.832%
6223,旺矽科技,"530,000","3,423,800,000",4.642%
3037,欣興電子,"3,900,000","3,365,700,000",4.563%
6274,台燿科技,"2,000,000","3,290,000,000",4.461%
8299,群聯電子,"1,500,000","3,210,000,000",4.352%
8046,南亞電路,"2,600,000","2,873,000,000",3.895%
2345,智邦科技,"1,160,000","2,801,400,000",3.798%
2059,川湖科技,"330,000","2,671,350,000",3.622%
2303,聯華電子,"14,000,000","2,282,000,000",3.094%
3189,景碩科技,"2,800,000","2,114,000,000",2.866%
3711,日月光投,"3,200,000","2,000,000,000",2.712%
7769,鴻勁精密,"300,000","1,816,500,000",2.463%
5274,信驊科技,"126,500","1,767,837,500",2.397%
6669,緯穎科技,"350,000","1,767,500,000",2.396%
3026,禾伸堂企,"1,800,000","1,715,400,000",2.326%
6515,穎崴科技,"220,000","1,695,100,000",2.298%
3017,奇鋐科技,"660,000","1,534,500,000",2.080%
2492,華新科技,"3,200,000","1,516,800,000",2.057%
2344,華邦電子,"4,800,000","808,800,000",1.097%
2404,漢唐集成,"650,000","780,000,000",1.058%
3665,貿聯-KY,"260,000","494,000,000",0.670%
2308,台達電子,"9,000","16,965,000",0.023%
2368,金像電子,"9,000","10,350,000",0.014%
4958,臻鼎-KY,"9,000","5,085,000",0.007%
2382,廣達電腦,"9,000","3,393,000",0.005%
3653,健策精密,"1,000","3,200,000",0.004%
6510,中華精測,"1,000","2,840,000",0.004%
2449,京元電子,"9,000","2,749,500",0.004%
2317,鴻海精密,"9,000","2,137,500",0.003%
2313,華通電腦,"9,000","2,016,000",0.003%
2360,致茂電子,"1,000","1,855,000",0.003%
3042,台灣晶技,"9,000","1,854,000",0.003%
2603,長榮海運,"9,000","1,764,000",0.002%
5347,世界先進,"9,000","1,588,500",0.002%
8996,高力熱處,"1,000","1,320,000",0.002%
3231,緯創資通,"9,000","1,318,500",0.002%
2337,旺宏電子,"9,000","1,246,500",0.002%
8210,勤誠興業,"1,000","1,195,000",0.002%
2881,富邦金融,"9,000","1,134,000",0.002%
3324,雙鴻科技,"1,000","925,000",0.001%
2882,國泰金融,"9,000","882,000",0.001%
1519,華城電機,"1,000","740,000",0.001%
2885,元大金融,"9,000","643,500",0.001%
2891,中國信託,"9,000","641,700",0.001%
3044,健鼎科技,"1,000","472,000",0.001%
3036,文曄科技,"1,000","210,500",0.000%
