證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"4,500,000","10,800,000,000",12.707%
2383,台光電子,"1,400,000","7,833,000,000",9.216%
2059,川湖科技,"510,000","7,285,350,000",8.571%
2408,南亞科技,"14,000,000","7,140,000,000",8.400%
3037,欣興電子,"5,000,000","5,475,000,000",6.442%
2327,國巨股份,"7,700,000","4,188,800,000",4.928%
6669,緯穎科技,"600,000","3,864,000,000",4.546%
8046,南亞電路,"3,250,000","3,770,000,000",4.436%
2454,聯發科技,"1,000,000","3,735,000,000",4.394%
6223,旺矽科技,"660,000","3,696,000,000",4.348%
3017,奇鋐科技,"1,250,000","3,687,500,000",4.338%
6274,台燿科技,"2,400,000","3,564,000,000",4.193%
2345,智邦科技,"1,750,000","3,552,500,000",4.180%
3189,景碩科技,"4,100,000","3,423,500,000",4.028%
7769,鴻勁精密,"380,000","2,359,800,000",2.776%
3081,聯亞光電,"700,000","2,072,000,000",2.438%
5274,信驊科技,"120,500","1,855,700,000",2.183%
8299,群聯電子,"880,000","1,834,800,000",2.159%
3653,健策精密,"340,000","1,769,700,000",2.082%
3026,禾伸堂企,"2,700,000","1,695,600,000",1.995%
3008,大立光電,"1,000","5,720,000",0.007%
3711,日月光投,"9,000","5,319,000",0.006%
2382,廣達電腦,"9,000","2,956,500",0.003%
2603,長榮海運,"9,000","2,214,000",0.003%
2317,鴻海精密,"9,000","2,187,000",0.003%
3665,貿聯-KY,"1,000","2,075,000",0.002%
2360,致茂電子,"1,000","1,965,000",0.002%
2308,台達電子,"1,000","1,710,000",0.002%
3231,緯創資通,"9,000","1,606,500",0.002%
5347,世界先進,"9,000","1,354,500",0.002%
2881,富邦金融,"9,000","1,273,500",0.001%
2404,漢唐集成,"1,000","1,070,000",0.001%
2357,華碩電腦,"1,000","925,000",0.001%
2882,國泰金融,"9,000","927,000",0.001%
2379,瑞昱半導,"1,000","730,000",0.001%
2885,元大金融,"9,360","584,064",0.001%
2891,中國信託,"9,000","580,500",0.001%
3044,健鼎科技,"1,000","463,000",0.001%
2890,永豐金融,"9,000","353,700",0.000%
2886,兆豐金融,"9,000","423,000",0.000%
2449,京元電子,"1,450","347,275",0.000%
2884,玉山金融,"9,000","351,000",0.000%
2880,華南金融,"9,090","361,782",0.000%
2883,凱基金融,"9,000","285,300",0.000%
2887,台新新光,"9,000","334,350",0.000%
2313,華通電腦,"1,253","272,528",0.000%
2912,統一超商,"1,000","224,000",0.000%
3036,文曄科技,"1,000","198,500",0.000%
2412,中華電信,"1,000","136,500",0.000%
1216,統一企業,"1,000","77,900",0.000%
