證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,410,000","4,615,150,000",19.210%
2408,南亞科技,"7,200,000","2,001,600,000",8.332%
8299,群聯電子,"1,000,000","1,855,000,000",7.721%
2383,台光電子,"700,000","1,536,500,000",6.396%
2308,台達電子,"1,060,000","1,335,600,000",5.559%
7769,鴻勁精密,"300,000","1,303,500,000",5.426%
3037,欣興電子,"2,700,000","996,300,000",4.147%
5274,信驊科技,"100,000","972,500,000",4.048%
6274,台燿科技,"1,750,000","931,000,000",3.875%
2368,金像電子,"880,000","729,520,000",3.037%
6223,旺矽科技,"255,000","711,450,000",2.961%
2345,智邦科技,"480,000","696,000,000",2.897%
3653,健策精密,"200,000","641,000,000",2.668%
2449,京元電子,"2,000,000","627,000,000",2.610%
6442,光紅建聖,"320,000","624,000,000",2.597%
3189,景碩科技,"2,300,000","610,650,000",2.542%
3017,奇鋐科技,"370,000","593,850,000",2.472%
3665,貿聯-KY,"435,000","593,775,000",2.472%
8210,勤誠興業,"520,000","507,000,000",2.110%
8358,金居開發,"1,800,000","486,000,000",2.023%
2404,漢唐集成,"500,000","461,500,000",1.921%
1303,南亞塑膠,"5,800,000","457,040,000",1.902%
1519,華城電機,"440,000","425,480,000",1.771%
6515,穎崴科技,"1,000","5,005,000",0.021%
6510,中華精測,"1,000","3,980,000",0.017%
6669,緯穎科技,"1,000","3,740,000",0.016%
3044,健鼎科技,"9,000","3,492,000",0.015%
3661,世芯-KY,"1,000","3,380,000",0.014%
3711,日月光投,"9,000","3,190,500",0.013%
2059,川湖科技,"1,000","3,030,000",0.013%
1477,聚陽實業,"9,000","2,794,500",0.012%
2382,廣達電腦,"9,000","2,574,000",0.011%
3443,創意電子,"1,000","2,475,000",0.010%
2317,鴻海精密,"9,000","2,043,000",0.009%
2454,聯發科技,"1,000","1,855,000",0.008%
2603,長榮海運,"9,000","1,674,000",0.007%
2301,光寶科技,"9,000","1,615,500",0.007%
6805,富世達股,"1,000","1,545,000",0.006%
2645,長榮航太,"9,000","1,480,500",0.006%
3231,緯創資通,"9,000","1,183,500",0.005%
1590,亞德客-KY,"1,000","1,200,000",0.005%
6781,AES-KY,"1,000","1,135,000",0.005%
5347,世界先進,"9,000","1,134,000",0.005%
3324,雙鴻科技,"1,000","1,065,000",0.004%
2360,致茂電子,"1,000","1,050,000",0.004%
2881,富邦金融,"9,000","856,800",0.004%
2882,國泰金融,"9,000","709,200",0.003%
2891,中國信託,"9,000","469,800",0.002%
2885,元大金融,"9,000","402,750",0.002%
3036,文曄科技,"1,000","175,000",0.001%
