證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,200,000","4,004,000,000",19.401%
8299,群聯電子,"845,000","1,930,825,000",9.355%
2408,南亞科技,"5,300,000","1,574,100,000",7.627%
2308,台達電子,"950,000","1,216,000,000",5.892%
7769,鴻勁精密,"270,000","1,023,300,000",4.958%
2383,台光電子,"520,000","988,000,000",4.787%
5274,信驊科技,"100,000","884,000,000",4.283%
3665,貿聯-KY,"580,000","835,200,000",4.047%
6274,台燿科技,"1,120,000","603,680,000",2.925%
1605,華新麗華,"14,000,000","602,000,000",2.917%
6223,旺矽科技,"220,000","584,100,000",2.830%
2368,金像電子,"750,000","540,000,000",2.616%
1519,華城電機,"510,000","530,400,000",2.570%
6442,光紅建聖,"320,000","502,400,000",2.434%
3017,奇鋐科技,"340,000","498,100,000",2.413%
8210,勤誠興業,"520,000","492,960,000",2.389%
2345,智邦科技,"420,000","491,400,000",2.381%
1303,南亞塑膠,"5,800,000","466,900,000",2.262%
2449,京元電子,"1,500,000","466,500,000",2.260%
8358,金居開發,"1,650,000","454,575,000",2.203%
3653,健策精密,"160,000","449,600,000",2.178%
2404,漢唐集成,"470,000","447,910,000",2.170%
2059,川湖科技,"130,000","439,400,000",2.129%
3711,日月光投,"250,000","78,500,000",0.380%
6515,穎崴科技,"1,000","4,015,000",0.019%
8464,億豐綜合,"9,000","3,730,500",0.018%
6669,緯穎科技,"1,000","3,705,000",0.018%
3044,健鼎科技,"9,000","3,541,500",0.017%
3661,世芯-KY,"1,000","3,370,000",0.016%
3037,欣興電子,"9,000","3,307,500",0.016%
6510,中華精測,"1,000","3,155,000",0.015%
1477,聚陽實業,"9,000","2,799,000",0.014%
2382,廣達電腦,"9,000","2,583,000",0.013%
3443,創意電子,"1,000","2,580,000",0.013%
2317,鴻海精密,"9,000","2,029,500",0.010%
2454,聯發科技,"1,000","1,780,000",0.009%
2603,長榮海運,"9,000","1,728,000",0.008%
2301,光寶科技,"9,000","1,552,500",0.008%
2645,長榮航太,"9,000","1,503,000",0.007%
6805,富世達股,"1,000","1,490,000",0.007%
5347,世界先進,"9,000","1,467,000",0.007%
6781,AES-KY,"1,000","1,250,000",0.006%
3231,緯創資通,"9,000","1,210,500",0.006%
1590,亞德客-KY,"1,000","1,025,000",0.005%
3324,雙鴻科技,"1,000","929,000",0.005%
2881,富邦金融,"9,000","832,500",0.004%
2882,國泰金融,"9,000","682,200",0.003%
2891,中國信託,"9,000","460,800",0.002%
2885,元大金融,"9,000","383,400",0.002%
3036,文曄科技,"1,000","165,000",0.001%
