證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,500,000","5,075,000,000",16.567%
2383,台光電子,"780,000","2,964,000,000",9.676%
2308,台達電子,"1,130,000","2,079,200,000",6.787%
3037,欣興電子,"3,200,000","2,057,600,000",6.717%
8299,群聯電子,"1,300,000","2,041,000,000",6.663%
2345,智邦科技,"700,000","1,449,000,000",4.730%
6223,旺矽科技,"270,000","1,402,650,000",4.579%
5274,信驊科技,"100,000","1,380,500,000",4.506%
7769,鴻勁精密,"300,000","1,350,000,000",4.407%
3017,奇鋐科技,"550,000","1,320,000,000",4.309%
2408,南亞科技,"6,200,000","1,302,000,000",4.250%
8046,南亞電路,"1,650,000","1,194,600,000",3.900%
2368,金像電子,"1,000,000","1,175,000,000",3.836%
2360,致茂電子,"460,000","1,037,300,000",3.386%
3653,健策精密,"200,000","913,000,000",2.980%
2454,聯發科技,"470,000","904,750,000",2.953%
3665,貿聯-KY,"370,000","875,050,000",2.857%
3189,景碩科技,"2,200,000","861,300,000",2.812%
6442,光紅建聖,"380,000","818,900,000",2.673%
6515,穎崴科技,"1,000","10,305,000",0.034%
3711,日月光投,"9,000","3,978,000",0.013%
6510,中華精測,"1,000","3,740,000",0.012%
2059,川湖科技,"1,000","3,640,000",0.012%
2382,廣達電腦,"9,000","2,907,000",0.009%
2327,國巨股份,"9,000","2,848,500",0.009%
2449,京元電子,"9,000","2,475,000",0.008%
2313,華通電腦,"9,000","2,353,500",0.008%
3036,文曄科技,"9,000","2,070,000",0.007%
2317,鴻海精密,"9,000","1,854,000",0.006%
2603,長榮海運,"9,000","1,782,000",0.006%
3231,緯創資通,"9,000","1,228,500",0.004%
1590,亞德客-KY,"1,000","1,255,000",0.004%
2337,旺宏電子,"9,000","1,179,000",0.004%
5347,世界先進,"9,000","1,188,000",0.004%
8210,勤誠興業,"1,000","1,020,000",0.003%
2404,漢唐集成,"1,000","1,025,000",0.003%
6274,台燿科技,"1,000","946,000",0.003%
1519,華城電機,"1,000","872,000",0.003%
2344,華邦電子,"9,000","790,200",0.003%
2881,富邦金融,"9,000","792,000",0.003%
2882,國泰金融,"9,000","675,000",0.002%
2891,中國信託,"9,000","477,900",0.002%
2885,元大金融,"9,000","451,800",0.001%
3044,健鼎科技,"1,000","411,500",0.001%
2890,永豐金融,"9,000","294,300",0.001%
2645,長榮航太,"1,000","160,500",0.001%
2412,中華電信,"1,000","137,500",0.000%
3045,台灣大哥,"1,000","112,500",0.000%
1303,南亞塑膠,"1,000","87,700",0.000%
6505,台塑石化,"1,000","54,900",0.000%
