證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"5,400,000","12,798,000,000",14.110%
2383,台光電子,"1,380,000","6,872,400,000",7.577%
2408,南亞科技,"13,000,000","5,154,500,000",5.683%
2454,聯發科技,"1,100,000","4,301,000,000",4.742%
2327,國巨股份,"7,500,000","4,140,000,000",4.564%
2345,智邦科技,"1,760,000","4,109,600,000",4.531%
2059,川湖科技,"475,000","4,101,625,000",4.522%
3037,欣興電子,"4,600,000","3,979,000,000",4.387%
6223,旺矽科技,"685,000","3,976,425,000",4.384%
6669,緯穎科技,"520,000","3,081,000,000",3.397%
8046,南亞電路,"3,000,000","2,859,000,000",3.152%
3017,奇鋐科技,"1,100,000","2,805,000,000",3.093%
6274,台燿科技,"2,150,000","2,623,000,000",2.892%
3711,日月光投,"4,250,000","2,592,500,000",2.858%
7769,鴻勁精密,"400,000","2,570,000,000",2.833%
3189,景碩科技,"3,200,000","2,233,600,000",2.463%
8299,群聯電子,"1,240,000","2,182,400,000",2.406%
5274,信驊科技,"105,500","1,685,362,500",1.858%
3665,貿聯-KY,"700,000","1,466,500,000",1.617%
2360,致茂電子,"700,000","1,372,000,000",1.513%
2308,台達電子,"860,000","1,358,800,000",1.498%
3026,禾伸堂企,"2,700,000","1,240,650,000",1.368%
3231,緯創資通,"5,000,000","930,000,000",1.025%
3653,健策精密,"130,000","490,100,000",0.540%
2404,漢唐集成,"400,000","442,000,000",0.487%
2881,富邦金融,"3,200,000","414,400,000",0.457%
2885,元大金融,"3,200,000","217,600,000",0.240%
3008,大立光電,"1,000","3,960,000",0.004%
2382,廣達電腦,"9,000","2,668,500",0.003%
2317,鴻海精密,"9,000","2,277,000",0.003%
2603,長榮海運,"9,000","1,867,500",0.002%
5347,世界先進,"9,000","1,359,000",0.001%
2882,國泰金融,"9,000","904,500",0.001%
2357,華碩電腦,"1,000","799,000",0.001%
2379,瑞昱半導,"1,000","704,000",0.001%
2891,中國信託,"9,000","583,200",0.001%
2886,兆豐金融,"9,000","464,400",0.001%
2880,華南金融,"9,000","387,450",0.000%
3044,健鼎科技,"1,000","374,000",0.000%
2449,京元電子,"1,450","338,575",0.000%
2887,台新新光,"9,000","317,700",0.000%
2890,永豐金融,"9,000","360,450",0.000%
2883,凱基金融,"9,000","273,600",0.000%
2884,玉山金融,"9,000","346,050",0.000%
3036,文曄科技,"1,000","204,500",0.000%
2912,統一超商,"1,000","220,500",0.000%
2313,華通電腦,"1,253","232,432",0.000%
2412,中華電信,"1,000","139,000",0.000%
3045,台灣大哥,"1,000","112,000",0.000%
1216,統一企業,"1,000","73,000",0.000%
