證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,424,000,000",11.966%
2408,南亞科技,"13,800,000","7,120,800,000",9.041%
2383,台光電子,"1,380,000","6,755,100,000",8.577%
2059,川湖科技,"500,000","6,400,000,000",8.126%
2454,聯發科技,"1,080,000","5,410,800,000",6.870%
3037,欣興電子,"5,100,000","5,202,000,000",6.605%
3017,奇鋐科技,"1,250,000","4,268,750,000",5.420%
2327,國巨股份,"7,500,000","4,177,500,000",5.304%
3189,景碩科技,"4,250,000","3,514,750,000",4.463%
8046,南亞電路,"3,300,000","3,498,000,000",4.441%
5274,信驊科技,"140,500","2,784,710,000",3.536%
3081,聯亞光電,"900,000","2,587,500,000",3.285%
6223,旺矽科技,"450,000","2,472,750,000",3.140%
6669,緯穎科技,"1,150,020","2,472,543,000",3.139%
3026,禾伸堂企,"2,700,000","2,135,700,000",2.712%
3653,健策精密,"290,000","1,679,100,000",2.132%
3711,日月光投,"2,500,000","1,657,500,000",2.105%
2308,台達電子,"871,000","1,633,125,000",2.074%
2303,聯華電子,"10,400,000","1,632,800,000",2.073%
1303,南亞塑膠,"6,700,000","1,604,650,000",2.037%
2345,智邦科技,"850,000","1,564,000,000",1.986%
3008,大立光電,"1,000","6,400,000",0.008%
7769,鴻勁精密,"1,000","6,000,000",0.008%
2382,廣達電腦,"9,000","3,100,500",0.004%
2360,致茂電子,"1,000","2,375,000",0.003%
3665,貿聯-KY,"1,000","2,300,000",0.003%
2317,鴻海精密,"9,000","2,250,000",0.003%
2603,長榮海運,"9,000","2,178,000",0.003%
8299,群聯電子,"1,000","2,150,000",0.003%
3231,緯創資通,"9,000","1,678,500",0.002%
5347,世界先進,"9,000","1,548,000",0.002%
6274,台燿科技,"1,000","1,435,000",0.002%
2881,富邦金融,"9,000","1,390,500",0.002%
2882,國泰金融,"9,000","1,017,000",0.001%
2357,華碩電腦,"1,000","946,000",0.001%
2379,瑞昱半導,"1,000","740,000",0.001%
2891,中國信託,"9,000","633,600",0.001%
2885,元大金融,"9,360","658,944",0.001%
3044,健鼎科技,"1,000","524,000",0.001%
2886,兆豐金融,"9,000","459,900",0.001%
2887,台新新光,"9,000","394,200",0.001%
2890,永豐金融,"9,000","411,300",0.001%
2449,京元電子,"1,450","437,175",0.001%
2884,玉山金融,"9,000","415,800",0.001%
2880,華南金融,"9,090","424,049",0.001%
2883,凱基金融,"9,000","364,050",0.000%
2313,華通電腦,"1,253","278,166",0.000%
3036,文曄科技,"1,000","206,500",0.000%
2412,中華電信,"1,000","144,500",0.000%
1216,統一企業,"1,000","74,700",0.000%
