證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,158,000,000",11.799%
2383,台光電子,"1,380,000","7,403,700,000",9.539%
2408,南亞科技,"13,800,000","6,803,400,000",8.765%
2059,川湖科技,"500,000","6,040,000,000",7.782%
3037,欣興電子,"5,100,000","4,982,700,000",6.420%
2454,聯發科技,"1,000,000","4,585,000,000",5.907%
3017,奇鋐科技,"1,250,000","4,212,500,000",5.427%
2327,國巨股份,"7,500,000","4,080,000,000",5.257%
8046,南亞電路,"3,300,000","3,564,000,000",4.592%
3189,景碩科技,"4,250,000","3,493,500,000",4.501%
6669,緯穎科技,"1,500,020","3,465,046,200",4.464%
6223,旺矽科技,"450,000","2,529,000,000",3.258%
3081,聯亞光電,"900,000","2,529,000,000",3.258%
5274,信驊科技,"140,500","2,512,842,500",3.237%
2345,智邦科技,"1,100,000","2,073,500,000",2.671%
6274,台燿科技,"1,500,000","2,047,500,000",2.638%
3026,禾伸堂企,"2,700,000","2,008,800,000",2.588%
3653,健策精密,"340,000","1,960,100,000",2.525%
7769,鴻勁精密,"250,000","1,577,500,000",2.032%
3711,日月光投,"2,500,000","1,545,000,000",1.991%
3008,大立光電,"1,000","6,660,000",0.009%
2382,廣達電腦,"9,000","3,028,500",0.004%
2317,鴻海精密,"9,000","2,232,000",0.003%
2360,致茂電子,"1,000","2,160,000",0.003%
2603,長榮海運,"9,000","2,110,500",0.003%
8299,群聯電子,"1,000","1,990,000",0.003%
3665,貿聯-KY,"1,000","1,875,000",0.002%
3231,緯創資通,"9,000","1,669,500",0.002%
2308,台達電子,"1,000","1,620,000",0.002%
5347,世界先進,"9,000","1,417,500",0.002%
2881,富邦金融,"9,000","1,336,500",0.002%
2303,聯華電子,"9,000","1,264,500",0.002%
2882,國泰金融,"9,000","994,500",0.001%
2357,華碩電腦,"1,000","924,000",0.001%
2379,瑞昱半導,"1,000","704,000",0.001%
2885,元大金融,"9,360","655,200",0.001%
2891,中國信託,"9,000","603,900",0.001%
3044,健鼎科技,"1,000","508,000",0.001%
2890,永豐金融,"9,000","393,300",0.001%
2886,兆豐金融,"9,000","465,300",0.001%
2884,玉山金融,"9,000","416,700",0.001%
2880,華南金融,"9,090","416,777",0.001%
2883,凱基金融,"9,000","340,650",0.000%
2449,京元電子,"1,450","381,350",0.000%
2887,台新新光,"9,000","383,850",0.000%
2313,華通電腦,"1,253","277,540",0.000%
2912,統一超商,"1,000","216,500",0.000%
3036,文曄科技,"1,000","191,000",0.000%
2412,中華電信,"1,000","140,500",0.000%
1216,統一企業,"1,000","75,000",0.000%
