證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,100,000","3,717,000,000",19.544%
8299,群聯電子,"845,000","1,690,000,000",8.886%
2408,南亞科技,"4,800,000","1,303,200,000",6.852%
2308,台達電子,"930,000","1,171,800,000",6.161%
7769,鴻勁精密,"270,000","1,007,100,000",5.295%
2383,台光電子,"500,000","900,000,000",4.732%
5274,信驊科技,"100,000","887,000,000",4.664%
3665,貿聯-KY,"550,000","764,500,000",4.020%
6223,旺矽科技,"220,000","559,900,000",2.944%
1605,華新麗華,"14,000,000","543,900,000",2.860%
1519,華城電機,"510,000","525,300,000",2.762%
6274,台燿科技,"1,000,000","504,000,000",2.650%
8210,勤誠興業,"520,000","503,880,000",2.649%
2345,智邦科技,"420,000","493,500,000",2.595%
2368,金像電子,"750,000","484,500,000",2.547%
3017,奇鋐科技,"340,000","467,500,000",2.458%
2059,川湖科技,"130,000","464,100,000",2.440%
1303,南亞塑膠,"5,800,000","447,180,000",2.351%
6669,緯穎科技,"120,000","443,400,000",2.331%
6442,光紅建聖,"320,000","433,600,000",2.280%
2404,漢唐集成,"440,000","433,400,000",2.279%
8358,金居開發,"1,500,000","411,750,000",2.165%
3653,健策精密,"140,000","391,300,000",2.057%
3711,日月光投,"250,000","76,875,000",0.404%
2449,京元電子,"250,000","71,625,000",0.377%
1590,亞德客-KY,"9,000","9,180,000",0.048%
6515,穎崴科技,"1,000","3,905,000",0.021%
8464,億豐綜合,"9,000","3,784,500",0.020%
3661,世芯-KY,"1,000","3,430,000",0.018%
3044,健鼎科技,"9,000","3,244,500",0.017%
3037,欣興電子,"9,000","3,051,000",0.016%
6510,中華精測,"1,000","2,930,000",0.015%
1477,聚陽實業,"9,000","2,853,000",0.015%
3443,創意電子,"1,000","2,725,000",0.014%
2382,廣達電腦,"9,000","2,520,000",0.013%
2317,鴻海精密,"9,000","1,993,500",0.010%
2603,長榮海運,"9,000","1,705,500",0.009%
2454,聯發科技,"1,000","1,630,000",0.009%
2645,長榮航太,"9,000","1,543,500",0.008%
2301,光寶科技,"9,000","1,548,000",0.008%
6805,富世達股,"1,000","1,380,000",0.007%
5347,世界先進,"9,000","1,318,500",0.007%
3231,緯創資通,"9,000","1,228,500",0.006%
6781,AES-KY,"1,000","1,195,000",0.006%
3324,雙鴻科技,"1,000","930,000",0.005%
2881,富邦金融,"9,000","841,500",0.004%
2882,國泰金融,"9,000","689,400",0.004%
2891,中國信託,"9,000","454,500",0.002%
2885,元大金融,"9,000","373,950",0.002%
3036,文曄科技,"1,000","146,500",0.001%
