證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"5,400,000","12,987,000,000",14.638%
2383,台光電子,"1,430,000","7,500,350,000",8.454%
2408,南亞科技,"14,000,000","6,230,000,000",7.022%
3037,欣興電子,"5,000,000","4,845,000,000",5.461%
2059,川湖科技,"500,000","4,735,000,000",5.337%
2454,聯發科技,"1,150,000","4,600,000,000",5.185%
6223,旺矽科技,"720,000","4,496,400,000",5.068%
2327,國巨股份,"7,700,000","4,450,600,000",5.016%
2345,智邦科技,"1,800,000","4,293,000,000",4.839%
6669,緯穎科技,"570,000","3,519,750,000",3.967%
3017,奇鋐科技,"1,200,000","3,276,000,000",3.692%
8046,南亞電路,"3,000,000","3,180,000,000",3.584%
6274,台燿科技,"2,150,000","3,160,500,000",3.562%
3711,日月光投,"4,600,000","2,727,800,000",3.075%
3189,景碩科技,"3,200,000","2,649,600,000",2.986%
7769,鴻勁精密,"400,000","2,612,000,000",2.944%
8299,群聯電子,"1,300,000","2,398,500,000",2.703%
5274,信驊科技,"120,500","1,930,410,000",2.176%
3665,貿聯-KY,"760,000","1,789,800,000",2.017%
3231,緯創資通,"9,000,000","1,737,000,000",1.958%
3026,禾伸堂企,"2,700,000","1,476,900,000",1.665%
3653,健策精密,"325,000","1,410,500,000",1.590%
2885,元大金融,"6,100,000","423,340,000",0.477%
2881,富邦金融,"3,200,000","414,400,000",0.467%
3008,大立光電,"1,000","4,575,000",0.005%
2382,廣達電腦,"9,000","2,736,000",0.003%
2317,鴻海精密,"9,000","2,326,500",0.003%
2360,致茂電子,"1,000","1,885,000",0.002%
2603,長榮海運,"9,000","1,845,000",0.002%
2308,台達電子,"1,000","1,650,000",0.002%
5347,世界先進,"9,000","1,413,000",0.002%
2404,漢唐集成,"1,000","1,115,000",0.001%
2882,國泰金融,"9,000","904,500",0.001%
2357,華碩電腦,"1,000","838,000",0.001%
2379,瑞昱半導,"1,000","751,000",0.001%
2891,中國信託,"9,000","594,000",0.001%
2886,兆豐金融,"9,000","460,800",0.001%
2880,華南金融,"9,000","394,200",0.000%
2449,京元電子,"1,450","358,150",0.000%
2890,永豐金融,"9,000","355,950",0.000%
3044,健鼎科技,"1,000","398,500",0.000%
2887,台新新光,"9,000","321,300",0.000%
2883,凱基金融,"9,000","284,400",0.000%
2884,玉山金融,"9,000","342,900",0.000%
2313,華通電腦,"1,253","273,154",0.000%
3036,文曄科技,"1,000","225,000",0.000%
2912,統一超商,"1,000","221,500",0.000%
3045,台灣大哥,"1,000","110,500",0.000%
2412,中華電信,"1,000","137,000",0.000%
1216,統一企業,"1,000","73,200",0.000%
