證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,650,000","8,157,750,000",18.752%
2383,台光電子,"765,000","3,710,250,000",8.529%
8299,群聯電子,"1,330,000","3,551,100,000",8.163%
3037,欣興電子,"3,200,000","2,755,200,000",6.333%
2345,智邦科技,"800,000","2,072,000,000",4.763%
2408,南亞科技,"6,800,000","2,046,800,000",4.705%
2308,台達電子,"900,000","2,020,500,000",4.644%
2454,聯發科技,"500,000","1,940,000,000",4.459%
5274,信驊科技,"100,000","1,782,500,000",4.097%
2327,國巨股份,"4,400,000","1,722,600,000",3.960%
7769,鴻勁精密,"250,000","1,595,000,000",3.666%
3017,奇鋐科技,"610,000","1,558,550,000",3.583%
2368,金像電子,"1,080,000","1,512,000,000",3.476%
8046,南亞電路,"1,650,000","1,498,200,000",3.444%
6669,緯穎科技,"270,000","1,441,800,000",3.314%
3665,貿聯-KY,"470,000","1,365,350,000",3.138%
6223,旺矽科技,"260,000","1,296,100,000",2.979%
3653,健策精密,"160,000","642,400,000",1.477%
3189,景碩科技,"1,250,000","628,750,000",1.445%
1590,亞德客-KY,"400,000","620,000,000",1.425%
8996,高力熱處,"330,000","348,150,000",0.800%
2404,漢唐集成,"330,000","338,250,000",0.778%
3324,雙鴻科技,"300,000","321,000,000",0.738%
6515,穎崴科技,"1,000","10,090,000",0.023%
2059,川湖科技,"1,000","5,520,000",0.013%
3711,日月光投,"9,000","4,833,000",0.011%
6510,中華精測,"1,000","3,790,000",0.009%
2382,廣達電腦,"9,000","3,091,500",0.007%
2449,京元電子,"9,000","2,695,500",0.006%
2360,致茂電子,"1,000","2,360,000",0.005%
2317,鴻海精密,"9,000","2,268,000",0.005%
2313,華通電腦,"9,000","2,178,000",0.005%
2603,長榮海運,"9,000","1,926,000",0.004%
5347,世界先進,"9,000","1,570,500",0.004%
8210,勤誠興業,"1,000","1,555,000",0.004%
6274,台燿科技,"1,000","1,455,000",0.003%
2337,旺宏電子,"9,000","1,435,500",0.003%
3231,緯創資通,"9,000","1,251,000",0.003%
2344,華邦電子,"9,000","1,057,500",0.002%
1519,華城電機,"1,000","921,000",0.002%
2881,富邦金融,"9,000","859,500",0.002%
2882,國泰金融,"9,000","705,600",0.002%
2885,元大金融,"9,000","508,500",0.001%
3044,健鼎科技,"1,000","489,500",0.001%
2891,中國信託,"9,000","497,700",0.001%
3036,文曄科技,"1,000","264,500",0.001%
2890,永豐金融,"9,000","275,400",0.001%
2412,中華電信,"1,000","135,500",0.000%
3045,台灣大哥,"1,000","110,000",0.000%
1303,南亞塑膠,"1,000","91,500",0.000%
