證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,000,000","3,020,000,000",18.156%
8299,群聯電子,"700,000","917,000,000",5.513%
7769,鴻勁精密,"250,000","847,500,000",5.095%
6669,緯穎科技,"180,000","774,000,000",4.653%
3665,貿聯-KY,"500,000","772,500,000",4.644%
3017,奇鋐科技,"500,000","760,000,000",4.569%
2383,台光電子,"440,000","721,600,000",4.338%
2308,台達電子,"750,000","717,000,000",4.311%
2368,金像電子,"900,000","627,300,000",3.771%
2059,川湖科技,"160,000","590,400,000",3.549%
5274,信驊科技,"85,000","589,050,000",3.541%
2345,智邦科技,"420,000","510,300,000",3.068%
2408,南亞科技,"2,700,000","510,300,000",3.068%
6274,台燿科技,"900,000","448,200,000",2.695%
6223,旺矽科技,"180,000","424,800,000",2.554%
8210,勤誠興業,"420,000","408,660,000",2.457%
3653,健策精密,"148,000","405,520,000",2.438%
6781,AES-KY,"300,000","405,000,000",2.435%
6805,富世達股,"250,000","401,250,000",2.412%
1519,華城電機,"510,000","400,350,000",2.407%
3324,雙鴻科技,"290,000","295,800,000",1.778%
1605,華新麗華,"6,000,000","200,700,000",1.207%
2317,鴻海精密,"650,000","146,575,000",0.881%
3231,緯創資通,"1,000,000","146,500,000",0.881%
6510,中華精測,"60,000","144,000,000",0.866%
2404,漢唐集成,"140,000","131,740,000",0.792%
6442,光紅建聖,"100,000","131,500,000",0.791%
2885,元大金融,"2,450,000","98,000,000",0.589%
2891,中國信託,"1,960,000","97,608,000",0.587%
2882,國泰金融,"1,300,000","97,240,000",0.585%
2881,富邦金融,"1,000,000","97,000,000",0.583%
3711,日月光投,"250,000","60,125,000",0.361%
6515,穎崴科技,"20,000","57,900,000",0.348%
2449,京元電子,"250,000","55,750,000",0.335%
8358,金居開發,"200,000","53,300,000",0.320%
1303,南亞塑膠,"850,000","48,875,000",0.294%
1590,亞德客-KY,"9,000","8,451,000",0.051%
8464,億豐綜合,"9,000","3,298,500",0.020%
3661,世芯-KY,"1,000","3,215,000",0.019%
3044,健鼎科技,"9,000","2,907,000",0.017%
1477,聚陽實業,"9,000","2,650,500",0.016%
2382,廣達電腦,"9,000","2,367,000",0.014%
3443,創意電子,"1,000","2,115,000",0.013%
3037,欣興電子,"9,000","1,984,500",0.012%
2603,長榮海運,"9,000","1,719,000",0.010%
2301,光寶科技,"9,000","1,462,500",0.009%
2454,聯發科技,"1,000","1,385,000",0.008%
2645,長榮航太,"9,000","1,327,500",0.008%
5347,世界先進,"9,000","883,800",0.005%
3036,文曄科技,"1,000","140,000",0.001%
