證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,000,000","5,865,000,000",19.724%
2383,台光電子,"800,000","2,576,000,000",8.663%
8299,群聯電子,"1,380,000","2,228,700,000",7.495%
3037,欣興電子,"3,200,000","2,000,000,000",6.726%
2308,台達電子,"1,150,000","1,891,750,000",6.362%
2408,南亞科技,"8,500,000","1,742,500,000",5.860%
7769,鴻勁精密,"325,000","1,379,625,000",4.640%
6223,旺矽科技,"285,000","1,273,950,000",4.284%
3017,奇鋐科技,"550,000","1,229,250,000",4.134%
2345,智邦科技,"700,000","1,183,000,000",3.978%
5274,信驊科技,"90,000","1,130,850,000",3.803%
2368,金像電子,"1,000,000","1,095,000,000",3.682%
8046,南亞電路,"1,500,000","1,003,500,000",3.375%
3189,景碩科技,"2,300,000","890,100,000",2.993%
2360,致茂電子,"460,000","846,400,000",2.846%
3653,健策精密,"190,000","805,600,000",2.709%
6442,光紅建聖,"380,000","803,700,000",2.703%
3665,貿聯-KY,"370,000","788,100,000",2.650%
3036,文曄科技,"3,000,000","672,000,000",2.260%
6515,穎崴科技,"1,000","7,995,000",0.027%
3711,日月光投,"9,000","3,528,000",0.012%
6510,中華精測,"1,000","3,405,000",0.011%
2059,川湖科技,"1,000","3,275,000",0.011%
2382,廣達電腦,"9,000","2,817,000",0.009%
2313,華通電腦,"9,000","2,533,500",0.009%
2327,國巨股份,"9,000","2,533,500",0.009%
2449,京元電子,"9,000","2,475,000",0.008%
2603,長榮海運,"9,000","1,827,000",0.006%
2317,鴻海精密,"9,000","1,800,000",0.006%
2454,聯發科技,"1,000","1,575,000",0.005%
2337,旺宏電子,"9,000","1,278,000",0.004%
3231,緯創資通,"9,000","1,192,500",0.004%
5347,世界先進,"9,000","1,183,500",0.004%
1590,亞德客-KY,"1,000","1,075,000",0.004%
2404,漢唐集成,"1,000","907,000",0.003%
8210,勤誠興業,"1,000","880,000",0.003%
2344,華邦電子,"9,000","819,000",0.003%
1519,華城電機,"1,000","806,000",0.003%
2881,富邦金融,"9,000","796,500",0.003%
6274,台燿科技,"1,000","797,000",0.003%
2882,國泰金融,"9,000","662,400",0.002%
2891,中國信託,"9,000","493,200",0.002%
2885,元大金融,"9,000","431,550",0.001%
3044,健鼎科技,"1,000","378,000",0.001%
2890,永豐金融,"9,000","297,900",0.001%
2645,長榮航太,"1,000","151,000",0.001%
2412,中華電信,"1,000","135,000",0.000%
3045,台灣大哥,"1,000","110,000",0.000%
1303,南亞塑膠,"1,000","85,200",0.000%
6505,台塑石化,"1,000","52,700",0.000%
