證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,650,000","8,230,750,000",18.645%
2383,台光電子,"765,000","3,748,500,000",8.491%
8299,群聯電子,"1,360,000","3,706,000,000",8.395%
3037,欣興電子,"3,200,000","2,800,000,000",6.343%
2408,南亞科技,"7,100,000","2,279,100,000",5.163%
2345,智邦科技,"800,000","2,020,000,000",4.576%
2308,台達電子,"900,000","1,975,500,000",4.475%
2327,國巨股份,"4,700,000","1,971,650,000",4.466%
2454,聯發科技,"500,000","1,850,000,000",4.191%
5274,信驊科技,"100,000","1,800,500,000",4.079%
7769,鴻勁精密,"250,000","1,717,500,000",3.891%
6669,緯穎科技,"290,000","1,679,100,000",3.804%
3017,奇鋐科技,"610,000","1,537,200,000",3.482%
2368,金像電子,"1,080,000","1,501,200,000",3.401%
8046,南亞電路,"1,650,000","1,485,000,000",3.364%
6223,旺矽科技,"260,000","1,424,800,000",3.228%
3665,貿聯-KY,"470,000","1,304,250,000",2.955%
3653,健策精密,"160,000","627,200,000",1.421%
8996,高力熱處,"590,000","622,450,000",1.410%
3189,景碩科技,"1,250,000","617,500,000",1.399%
1590,亞德客-KY,"400,000","614,000,000",1.391%
6515,穎崴科技,"1,000","9,950,000",0.023%
2059,川湖科技,"1,000","5,445,000",0.012%
3711,日月光投,"9,000","4,995,000",0.011%
6510,中華精測,"1,000","3,860,000",0.009%
2382,廣達電腦,"9,000","3,060,000",0.007%
2449,京元電子,"9,000","2,709,000",0.006%
2360,致茂電子,"1,000","2,440,000",0.006%
2313,華通電腦,"9,000","2,340,000",0.005%
2317,鴻海精密,"9,000","2,250,000",0.005%
2603,長榮海運,"9,000","1,926,000",0.004%
8210,勤誠興業,"1,000","1,550,000",0.004%
5347,世界先進,"9,000","1,530,000",0.003%
6274,台燿科技,"1,000","1,450,000",0.003%
2337,旺宏電子,"9,000","1,377,000",0.003%
3231,緯創資通,"9,000","1,273,500",0.003%
3324,雙鴻科技,"1,000","1,060,000",0.002%
2344,華邦電子,"9,000","1,093,500",0.002%
2404,漢唐集成,"1,000","993,000",0.002%
1519,華城電機,"1,000","914,000",0.002%
2881,富邦金融,"9,000","843,300",0.002%
2882,國泰金融,"9,000","687,600",0.002%
2885,元大金融,"9,000","491,400",0.001%
2891,中國信託,"9,000","481,500",0.001%
3044,健鼎科技,"1,000","481,000",0.001%
3036,文曄科技,"1,000","275,500",0.001%
2890,永豐金融,"9,000","274,950",0.001%
2412,中華電信,"1,000","135,500",0.000%
3045,台灣大哥,"1,000","110,000",0.000%
1303,南亞塑膠,"1,000","89,100",0.000%
