證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,158,000,000",11.489%
2383,台光電子,"1,380,000","7,472,700,000",9.374%
2059,川湖科技,"500,000","6,930,000,000",8.694%
2408,南亞科技,"13,800,000","6,844,800,000",8.587%
3037,欣興電子,"5,000,000","4,510,000,000",5.658%
3017,奇鋐科技,"1,250,000","4,462,500,000",5.598%
6669,緯穎科技,"1,730,020","4,437,501,300",5.567%
2327,國巨股份,"7,500,000","4,215,000,000",5.288%
2454,聯發科技,"900,000","3,973,500,000",4.985%
8046,南亞電路,"3,250,000","3,428,750,000",4.301%
3189,景碩科技,"4,100,000","3,357,900,000",4.212%
2345,智邦科技,"1,450,000","3,045,000,000",3.820%
3081,聯亞光電,"900,000","2,853,000,000",3.579%
6274,台燿科技,"1,800,000","2,457,000,000",3.082%
5274,信驊科技,"140,500","2,454,535,000",3.079%
3653,健策精密,"340,000","1,997,500,000",2.506%
6223,旺矽科技,"380,000","1,958,900,000",2.457%
3026,禾伸堂企,"2,700,000","1,892,700,000",2.374%
7769,鴻勁精密,"280,000","1,674,400,000",2.101%
8299,群聯電子,"780,000","1,571,700,000",1.972%
3008,大立光電,"1,000","7,400,000",0.009%
3711,日月光投,"9,000","5,292,000",0.007%
2382,廣達電腦,"9,000","3,105,000",0.004%
2317,鴻海精密,"9,000","2,304,000",0.003%
2603,長榮海運,"9,000","2,097,000",0.003%
3665,貿聯-KY,"1,000","2,145,000",0.003%
2360,致茂電子,"1,000","2,030,000",0.003%
2308,台達電子,"1,000","1,825,000",0.002%
3231,緯創資通,"9,000","1,782,000",0.002%
5347,世界先進,"9,000","1,350,000",0.002%
2881,富邦金融,"9,000","1,354,500",0.002%
2303,聯華電子,"9,000","1,170,000",0.001%
2357,華碩電腦,"1,000","1,025,000",0.001%
2882,國泰金融,"9,000","1,035,000",0.001%
2885,元大金融,"9,360","653,328",0.001%
2379,瑞昱半導,"1,000","713,000",0.001%
2891,中國信託,"9,000","615,600",0.001%
3044,健鼎科技,"1,000","488,500",0.001%
2880,華南金融,"9,090","399,960",0.001%
2886,兆豐金融,"9,000","445,950",0.001%
2887,台新新光,"9,000","373,500",0.000%
2890,永豐金融,"9,000","385,650",0.000%
2883,凱基金融,"9,000","330,300",0.000%
2884,玉山金融,"9,000","391,950",0.000%
2449,京元電子,"1,450","379,900",0.000%
2313,華通電腦,"1,253","312,624",0.000%
3036,文曄科技,"1,000","192,500",0.000%
2912,統一超商,"1,000","216,000",0.000%
2412,中華電信,"1,000","137,500",0.000%
1216,統一企業,"1,000","75,600",0.000%
