證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,650,000","8,431,500,000",16.431%
2383,台光電子,"765,000","4,211,325,000",8.207%
2327,國巨股份,"5,100,000","3,524,100,000",6.868%
8299,群聯電子,"1,360,000","3,372,800,000",6.573%
3037,欣興電子,"3,200,000","3,168,000,000",6.174%
2454,聯發科技,"500,000","2,122,500,000",4.136%
2408,南亞科技,"7,100,000","2,101,600,000",4.095%
2345,智邦科技,"800,000","2,032,000,000",3.960%
2308,台達電子,"850,000","1,946,500,000",3.793%
7769,鴻勁精密,"250,000","1,911,250,000",3.725%
6669,緯穎科技,"330,000","1,851,300,000",3.608%
3017,奇鋐科技,"700,000","1,802,500,000",3.513%
5274,信驊科技,"100,000","1,772,500,000",3.454%
2368,金像電子,"1,220,000","1,738,500,000",3.388%
6223,旺矽科技,"280,000","1,736,000,000",3.383%
8046,南亞電路,"1,750,000","1,547,000,000",3.015%
3189,景碩科技,"2,100,000","1,404,900,000",2.738%
6515,穎崴科技,"145,000","1,283,250,000",2.501%
2360,致茂電子,"500,000","1,230,000,000",2.397%
8210,勤誠興業,"800,000","1,148,000,000",2.237%
8996,高力熱處,"850,000","964,750,000",1.880%
3711,日月光投,"9,000","5,553,000",0.011%
2059,川湖科技,"1,000","4,980,000",0.010%
3653,健策精密,"1,000","3,770,000",0.007%
6510,中華精測,"1,000","3,455,000",0.007%
2449,京元電子,"9,000","2,853,000",0.006%
2382,廣達電腦,"9,000","2,848,500",0.006%
2313,華通電腦,"9,000","2,686,500",0.005%
3665,貿聯-KY,"1,000","2,385,000",0.005%
2317,鴻海精密,"9,000","2,349,000",0.005%
2603,長榮海運,"9,000","1,926,000",0.004%
6274,台燿科技,"1,000","1,600,000",0.003%
5347,世界先進,"9,000","1,516,500",0.003%
1590,亞德客-KY,"1,000","1,450,000",0.003%
2337,旺宏電子,"9,000","1,372,500",0.003%
3231,緯創資通,"9,000","1,341,000",0.003%
2404,漢唐集成,"1,000","1,245,000",0.002%
2344,華邦電子,"9,000","1,156,500",0.002%
3324,雙鴻科技,"1,000","1,010,000",0.002%
2881,富邦金融,"9,000","879,300",0.002%
1519,華城電機,"1,000","830,000",0.002%
2882,國泰金融,"9,000","733,500",0.001%
2891,中國信託,"9,000","515,700",0.001%
2885,元大金融,"9,000","504,900",0.001%
3044,健鼎科技,"1,000","494,000",0.001%
3036,文曄科技,"1,000","301,500",0.001%
2890,永豐金融,"9,000","260,550",0.001%
2412,中華電信,"1,000","136,500",0.000%
3045,台灣大哥,"1,000","111,500",0.000%
1303,南亞塑膠,"1,000","87,100",0.000%
