證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,330,000","4,147,400,000",18.517%
2408,南亞科技,"7,000,000","1,848,000,000",8.251%
8299,群聯電子,"950,000","1,800,250,000",8.037%
2383,台光電子,"700,000","1,347,500,000",6.016%
2308,台達電子,"1,030,000","1,194,800,000",5.334%
7769,鴻勁精密,"300,000","1,107,000,000",4.942%
6274,台燿科技,"1,750,000","908,250,000",4.055%
5274,信驊科技,"100,000","890,000,000",3.974%
3037,欣興電子,"2,500,000","850,000,000",3.795%
3665,貿聯-KY,"580,000","745,300,000",3.327%
2368,金像電子,"880,000","655,600,000",2.927%
6223,旺矽科技,"245,000","654,150,000",2.921%
6442,光紅建聖,"320,000","542,400,000",2.422%
3017,奇鋐科技,"340,000","542,300,000",2.421%
3653,健策精密,"175,000","519,750,000",2.320%
8210,勤誠興業,"520,000","508,040,000",2.268%
1519,華城電機,"550,000","500,500,000",2.235%
2345,智邦科技,"420,000","499,800,000",2.231%
3189,景碩科技,"2,000,000","485,000,000",2.165%
2449,京元電子,"1,700,000","481,950,000",2.152%
2404,漢唐集成,"500,000","453,500,000",2.025%
8358,金居開發,"1,800,000","428,400,000",1.913%
1303,南亞塑膠,"5,800,000","426,300,000",1.903%
6515,穎崴科技,"1,000","4,510,000",0.020%
6510,中華精測,"1,000","3,700,000",0.017%
6669,緯穎科技,"1,000","3,645,000",0.016%
3044,健鼎科技,"9,000","3,415,500",0.015%
3661,世芯-KY,"1,000","3,115,000",0.014%
2059,川湖科技,"1,000","2,955,000",0.013%
1477,聚陽實業,"9,000","2,862,000",0.013%
3711,日月光投,"9,000","2,740,500",0.012%
2382,廣達電腦,"9,000","2,515,500",0.011%
3443,創意電子,"1,000","2,375,000",0.011%
2317,鴻海精密,"9,000","1,935,000",0.009%
2454,聯發科技,"1,000","1,710,000",0.008%
2603,長榮海運,"9,000","1,687,500",0.008%
6805,富世達股,"1,000","1,545,000",0.007%
2301,光寶科技,"9,000","1,480,500",0.007%
2645,長榮航太,"9,000","1,431,000",0.006%
1590,亞德客-KY,"1,000","1,195,000",0.005%
3231,緯創資通,"9,000","1,161,000",0.005%
6781,AES-KY,"1,000","1,115,000",0.005%
5347,世界先進,"9,000","1,080,000",0.005%
3324,雙鴻科技,"1,000","1,030,000",0.005%
2881,富邦金融,"9,000","831,600",0.004%
2882,國泰金融,"9,000","681,300",0.003%
2891,中國信託,"9,000","464,400",0.002%
8464,億豐綜合,"1,000","417,000",0.002%
2885,元大金融,"9,000","383,850",0.002%
3036,文曄科技,"1,000","154,500",0.001%
