證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,000,000","3,100,000,000",17.361%
8299,群聯電子,"720,000","1,044,000,000",5.847%
7769,鴻勁精密,"250,000","856,250,000",4.795%
6669,緯穎科技,"190,000","852,150,000",4.772%
3665,貿聯-KY,"530,000","805,600,000",4.512%
3017,奇鋐科技,"520,000","785,200,000",4.397%
2383,台光電子,"470,000","773,150,000",4.330%
2308,台達電子,"750,000","722,250,000",4.045%
5274,信驊科技,"90,000","653,400,000",3.659%
2059,川湖科技,"170,000","637,500,000",3.570%
2408,南亞科技,"3,300,000","636,900,000",3.567%
2368,金像電子,"900,000","618,300,000",3.463%
2345,智邦科技,"420,000","497,700,000",2.787%
6274,台燿科技,"1,000,000","494,000,000",2.767%
8210,勤誠興業,"480,000","482,400,000",2.702%
6223,旺矽科技,"200,000","450,000,000",2.520%
3653,健策精密,"160,000","439,200,000",2.460%
6805,富世達股,"270,000","438,750,000",2.457%
6781,AES-KY,"320,000","425,600,000",2.384%
1519,華城電機,"510,000","390,150,000",2.185%
6442,光紅建聖,"230,000","312,800,000",1.752%
1605,華新麗華,"9,600,000","305,280,000",1.710%
2404,漢唐集成,"320,000","303,680,000",1.701%
3324,雙鴻科技,"290,000","292,900,000",1.640%
1303,南亞塑膠,"1,700,000","102,340,000",0.573%
2882,國泰金融,"1,300,000","98,540,000",0.552%
2891,中國信託,"1,960,000","98,392,000",0.551%
2885,元大金融,"2,450,000","96,285,000",0.539%
2881,富邦金融,"1,000,000","96,100,000",0.538%
3231,緯創資通,"440,000","66,220,000",0.371%
2317,鴻海精密,"280,000","64,540,000",0.361%
3711,日月光投,"250,000","62,625,000",0.351%
2449,京元電子,"250,000","61,875,000",0.347%
6510,中華精測,"25,000","57,125,000",0.320%
6515,穎崴科技,"20,000","56,800,000",0.318%
8358,金居開發,"200,000","55,400,000",0.310%
1590,亞德客-KY,"9,000","8,370,000",0.047%
3661,世芯-KY,"1,000","3,510,000",0.020%
8464,億豐綜合,"9,000","3,249,000",0.018%
3044,健鼎科技,"9,000","2,857,500",0.016%
1477,聚陽實業,"9,000","2,596,500",0.015%
2382,廣達電腦,"9,000","2,448,000",0.014%
3443,創意電子,"1,000","2,125,000",0.012%
3037,欣興電子,"9,000","1,980,000",0.011%
2603,長榮海運,"9,000","1,710,000",0.010%
2301,光寶科技,"9,000","1,471,500",0.008%
2454,聯發科技,"1,000","1,430,000",0.008%
2645,長榮航太,"9,000","1,278,000",0.007%
5347,世界先進,"9,000","828,900",0.005%
3036,文曄科技,"1,000","137,000",0.001%
