證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"5,200,000","12,376,000,000",14.043%
2383,台光電子,"1,430,000","7,564,700,000",8.584%
2408,南亞科技,"14,000,000","7,028,000,000",7.975%
2059,川湖科技,"500,000","5,952,500,000",6.754%
3037,欣興電子,"5,000,000","4,960,000,000",5.628%
2454,聯發科技,"1,150,000","4,554,000,000",5.168%
6223,旺矽科技,"720,000","4,482,000,000",5.086%
2327,國巨股份,"7,700,000","4,412,100,000",5.007%
2345,智邦科技,"1,800,000","3,897,000,000",4.422%
6669,緯穎科技,"570,000","3,425,700,000",3.887%
8046,南亞電路,"3,000,000","3,390,000,000",3.847%
6274,台燿科技,"2,300,000","3,358,000,000",3.810%
3017,奇鋐科技,"1,200,000","3,318,000,000",3.765%
3189,景碩科技,"3,600,000","3,009,600,000",3.415%
3711,日月光投,"4,600,000","2,898,000,000",3.288%
8299,群聯電子,"1,300,000","2,652,000,000",3.009%
7769,鴻勁精密,"400,000","2,512,000,000",2.850%
5274,信驊科技,"120,500","1,993,070,000",2.262%
3231,緯創資通,"9,000,000","1,737,000,000",1.971%
3026,禾伸堂企,"2,700,000","1,587,600,000",1.801%
3665,貿聯-KY,"450,000","985,500,000",1.118%
3653,健策精密,"230,000","951,050,000",1.079%
2885,元大金融,"381,000","25,984,200",0.029%
3008,大立光電,"1,000","4,400,000",0.005%
2382,廣達電腦,"9,000","2,821,500",0.003%
2317,鴻海精密,"9,000","2,380,500",0.003%
2360,致茂電子,"1,000","2,030,000",0.002%
2603,長榮海運,"9,000","1,926,000",0.002%
2308,台達電子,"1,000","1,815,000",0.002%
5347,世界先進,"9,000","1,417,500",0.002%
2404,漢唐集成,"1,000","1,150,000",0.001%
2881,富邦金融,"9,000","1,156,500",0.001%
2882,國泰金融,"9,000","909,000",0.001%
2357,華碩電腦,"1,000","818,000",0.001%
2379,瑞昱半導,"1,000","758,000",0.001%
2891,中國信託,"9,000","598,500",0.001%
2886,兆豐金融,"9,000","459,000",0.001%
2880,華南金融,"9,000","396,000",0.000%
2449,京元電子,"1,450","360,325",0.000%
3044,健鼎科技,"1,000","401,500",0.000%
2887,台新新光,"9,000","323,100",0.000%
2890,永豐金融,"9,000","350,100",0.000%
2883,凱基金融,"9,000","279,450",0.000%
2884,玉山金融,"9,000","340,200",0.000%
2313,華通電腦,"1,253","269,395",0.000%
3036,文曄科技,"1,000","229,000",0.000%
2912,統一超商,"1,000","219,500",0.000%
2412,中華電信,"1,000","136,500",0.000%
3045,台灣大哥,"1,000","110,500",0.000%
1216,統一企業,"1,000","75,500",0.000%
