證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,650,000","8,230,750,000",16.697%
2383,台光電子,"765,000","3,828,825,000",7.767%
8299,群聯電子,"1,360,000","3,304,800,000",6.704%
2327,國巨股份,"5,100,000","3,207,900,000",6.508%
3037,欣興電子,"3,200,000","3,104,000,000",6.297%
2408,南亞科技,"7,100,000","2,204,550,000",4.472%
2345,智邦科技,"800,000","1,976,000,000",4.009%
7769,鴻勁精密,"250,000","1,932,500,000",3.920%
2454,聯發科技,"500,000","1,930,000,000",3.915%
6669,緯穎科技,"330,000","1,823,250,000",3.699%
3017,奇鋐科技,"700,000","1,781,500,000",3.614%
2308,台達電子,"850,000","1,780,750,000",3.612%
5274,信驊科技,"100,000","1,778,000,000",3.607%
6223,旺矽科技,"280,000","1,689,800,000",3.428%
8046,南亞電路,"1,750,000","1,634,500,000",3.316%
2368,金像電子,"1,220,000","1,622,600,000",3.292%
3189,景碩科技,"2,100,000","1,278,900,000",2.594%
6515,穎崴科技,"145,000","1,261,500,000",2.559%
2360,致茂電子,"500,000","1,135,000,000",2.302%
8210,勤誠興業,"800,000","1,076,000,000",2.183%
8996,高力熱處,"850,000","994,500,000",2.017%
2059,川湖科技,"1,000","5,090,000",0.010%
3711,日月光投,"9,000","5,049,000",0.010%
3653,健策精密,"1,000","3,660,000",0.007%
6510,中華精測,"1,000","3,405,000",0.007%
2382,廣達電腦,"9,000","2,844,000",0.006%
2449,京元電子,"9,000","2,664,000",0.005%
2313,華通電腦,"9,000","2,502,000",0.005%
2317,鴻海精密,"9,000","2,250,000",0.005%
3665,貿聯-KY,"1,000","2,225,000",0.005%
2603,長榮海運,"9,000","1,971,000",0.004%
6274,台燿科技,"1,000","1,455,000",0.003%
5347,世界先進,"9,000","1,458,000",0.003%
1590,亞德客-KY,"1,000","1,410,000",0.003%
2337,旺宏電子,"9,000","1,345,500",0.003%
3231,緯創資通,"9,000","1,300,500",0.003%
2404,漢唐集成,"1,000","1,155,000",0.002%
2344,華邦電子,"9,000","1,125,000",0.002%
3324,雙鴻科技,"1,000","1,010,000",0.002%
2881,富邦金融,"9,000","855,900",0.002%
1519,華城電機,"1,000","826,000",0.002%
2882,國泰金融,"9,000","717,300",0.001%
2885,元大金融,"9,000","495,900",0.001%
2891,中國信託,"9,000","518,400",0.001%
3044,健鼎科技,"1,000","490,500",0.001%
3036,文曄科技,"1,000","289,000",0.001%
2890,永豐金融,"9,000","261,900",0.001%
2412,中華電信,"1,000","137,000",0.000%
3045,台灣大哥,"1,000","112,000",0.000%
1303,南亞塑膠,"1,000","86,700",0.000%
