證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,650,000","8,705,250,000",14.783%
2327,國巨股份,"5,100,000","3,789,300,000",6.435%
8299,群聯電子,"1,430,000","3,689,400,000",6.265%
2383,台光電子,"760,000","3,670,800,000",6.234%
3037,欣興電子,"3,200,000","3,107,200,000",5.276%
2408,南亞科技,"7,700,000","3,041,500,000",5.165%
2454,聯發科技,"600,000","2,658,000,000",4.514%
3017,奇鋐科技,"900,000","2,439,000,000",4.142%
2345,智邦科技,"900,000","2,259,000,000",3.836%
2308,台達電子,"920,000","2,231,000,000",3.789%
6669,緯穎科技,"400,000","2,228,000,000",3.783%
5274,信驊科技,"110,000","2,009,150,000",3.412%
7769,鴻勁精密,"270,000","1,993,950,000",3.386%
6223,旺矽科技,"320,000","1,942,400,000",3.298%
6274,台燿科技,"1,120,000","1,898,400,000",3.224%
8046,南亞電路,"1,750,000","1,536,500,000",2.609%
3189,景碩科技,"2,100,000","1,453,200,000",2.468%
2368,金像電子,"880,000","1,188,000,000",2.017%
2360,致茂電子,"450,000","1,179,000,000",2.002%
2059,川湖科技,"215,000","1,150,250,000",1.953%
8210,勤誠興業,"800,000","1,136,000,000",1.929%
3042,台灣晶技,"5,200,000","1,081,600,000",1.837%
3665,貿聯-KY,"500,000","1,077,500,000",1.830%
6805,富世達股,"540,000","1,071,900,000",1.820%
8996,高力熱處,"940,000","1,052,800,000",1.788%
6515,穎崴科技,"1,000","8,650,000",0.015%
3711,日月光投,"9,000","5,337,000",0.009%
3653,健策精密,"1,000","3,730,000",0.006%
2382,廣達電腦,"9,000","3,636,000",0.006%
6510,中華精測,"1,000","3,505,000",0.006%
2449,京元電子,"9,000","2,898,000",0.005%
2317,鴻海精密,"9,000","2,637,000",0.004%
2313,華通電腦,"9,000","2,389,500",0.004%
2603,長榮海運,"9,000","2,124,000",0.004%
2344,華邦電子,"9,000","1,615,500",0.003%
3231,緯創資通,"9,000","1,584,000",0.003%
5347,世界先進,"9,000","1,467,000",0.002%
2337,旺宏電子,"9,000","1,408,500",0.002%
2404,漢唐集成,"1,000","1,230,000",0.002%
3324,雙鴻科技,"1,000","1,185,000",0.002%
2881,富邦金融,"9,000","1,026,000",0.002%
1519,華城電機,"1,000","910,000",0.002%
2882,國泰金融,"9,000","849,600",0.001%
2891,中國信託,"9,000","612,000",0.001%
2885,元大金融,"9,000","575,100",0.001%
3044,健鼎科技,"1,000","512,000",0.001%
3036,文曄科技,"1,000","282,000",0.000%
2412,中華電信,"1,000","141,500",0.000%
3045,台灣大哥,"1,000","116,000",0.000%
1303,南亞塑膠,"1,000","111,000",0.000%
