證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,000,000","6,240,000,000",20.437%
2383,台光電子,"800,000","3,048,000,000",9.983%
8299,群聯電子,"1,380,000","2,249,400,000",7.367%
2308,台達電子,"1,150,000","2,052,750,000",6.723%
3037,欣興電子,"3,200,000","1,977,600,000",6.477%
2408,南亞科技,"6,700,000","1,417,050,000",4.641%
5274,信驊科技,"100,000","1,387,500,000",4.544%
2345,智邦科技,"700,000","1,379,000,000",4.516%
7769,鴻勁精密,"310,000","1,320,600,000",4.325%
3017,奇鋐科技,"550,000","1,278,750,000",4.188%
6223,旺矽科技,"270,000","1,243,350,000",4.072%
2368,金像電子,"1,000,000","1,165,000,000",3.816%
8046,南亞電路,"1,650,000","1,082,400,000",3.545%
2360,致茂電子,"460,000","929,200,000",3.043%
3189,景碩科技,"2,300,000","882,050,000",2.889%
3665,貿聯-KY,"370,000","869,500,000",2.848%
3653,健策精密,"200,000","831,000,000",2.722%
6442,光紅建聖,"380,000","794,200,000",2.601%
6515,穎崴科技,"1,000","9,065,000",0.030%
3711,日月光投,"9,000","4,018,500",0.013%
6510,中華精測,"1,000","3,605,000",0.012%
2059,川湖科技,"1,000","3,440,000",0.011%
2327,國巨股份,"9,000","2,898,000",0.009%
2382,廣達電腦,"9,000","2,776,500",0.009%
2449,京元電子,"9,000","2,619,000",0.009%
2313,華通電腦,"9,000","2,367,000",0.008%
3036,文曄科技,"9,000","2,065,500",0.007%
2317,鴻海精密,"9,000","1,867,500",0.006%
2603,長榮海運,"9,000","1,827,000",0.006%
2454,聯發科技,"1,000","1,790,000",0.006%
2337,旺宏電子,"9,000","1,278,000",0.004%
3231,緯創資通,"9,000","1,197,000",0.004%
1590,亞德客-KY,"1,000","1,185,000",0.004%
5347,世界先進,"9,000","1,147,500",0.004%
8210,勤誠興業,"1,000","992,000",0.003%
6274,台燿科技,"1,000","946,000",0.003%
2404,漢唐集成,"1,000","910,000",0.003%
1519,華城電機,"1,000","877,000",0.003%
2344,華邦電子,"9,000","811,800",0.003%
2881,富邦金融,"9,000","787,500",0.003%
2882,國泰金融,"9,000","656,100",0.002%
2891,中國信託,"9,000","475,200",0.002%
2885,元大金融,"9,000","453,600",0.001%
3044,健鼎科技,"1,000","402,000",0.001%
2890,永豐金融,"9,000","299,700",0.001%
2645,長榮航太,"1,000","153,500",0.001%
2412,中華電信,"1,000","135,500",0.000%
3045,台灣大哥,"1,000","110,000",0.000%
1303,南亞塑膠,"1,000","88,500",0.000%
6505,台塑石化,"1,000","54,400",0.000%
