證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"4,100,000","9,840,000,000",12.627%
2383,台光電子,"1,300,000","6,662,500,000",8.550%
2408,南亞科技,"12,400,000","5,524,200,000",7.089%
2327,國巨股份,"7,500,000","5,272,500,000",6.766%
8046,南亞電路,"3,000,000","3,915,000,000",5.024%
3037,欣興電子,"4,250,000","3,854,750,000",4.947%
2454,聯發科技,"1,000,000","3,850,000,000",4.941%
6223,旺矽科技,"600,000","3,600,000,000",4.620%
2345,智邦科技,"1,500,000","3,427,500,000",4.398%
2059,川湖科技,"400,000","3,250,000,000",4.171%
6274,台燿科技,"2,100,000","2,845,500,000",3.651%
3711,日月光投,"4,200,000","2,755,200,000",3.536%
6669,緯穎科技,"450,000","2,475,000,000",3.176%
3189,景碩科技,"3,000,000","2,388,000,000",3.064%
7769,鴻勁精密,"360,000","2,305,800,000",2.959%
8299,群聯電子,"1,100,000","2,106,500,000",2.703%
3017,奇鋐科技,"860,000","1,947,900,000",2.500%
3026,禾伸堂企,"2,700,000","1,790,100,000",2.297%
2303,聯華電子,"10,000,000","1,390,000,000",1.784%
6515,穎崴科技,"210,000","1,365,000,000",1.752%
5274,信驊科技,"80,500","1,248,555,000",1.602%
3665,貿聯-KY,"560,000","1,184,400,000",1.520%
2308,台達電子,"610,000","1,146,800,000",1.472%
1303,南亞塑膠,"4,800,000","998,400,000",1.281%
2404,漢唐集成,"800,000","940,000,000",1.206%
6488,環球晶圓,"300,000","372,000,000",0.477%
2368,金像電子,"9,000","8,460,000",0.011%
4958,臻鼎-KY,"9,000","5,031,000",0.006%
3653,健策精密,"1,000","3,500,000",0.004%
2382,廣達電腦,"9,000","2,961,000",0.004%
2449,京元電子,"9,000","2,655,000",0.003%
6510,中華精測,"1,000","2,710,000",0.003%
2317,鴻海精密,"9,000","2,263,500",0.003%
2360,致茂電子,"1,000","2,125,000",0.003%
2313,華通電腦,"9,253","1,924,624",0.002%
2603,長榮海運,"9,000","1,854,000",0.002%
5347,世界先進,"9,000","1,539,000",0.002%
3231,緯創資通,"9,000","1,476,000",0.002%
2337,旺宏電子,"9,000","1,215,000",0.002%
2881,富邦金融,"9,000","1,143,000",0.001%
8996,高力熱處,"1,000","1,080,000",0.001%
2882,國泰金融,"9,000","871,200",0.001%
1519,華城電機,"1,000","705,000",0.001%
2885,元大金融,"9,000","567,900",0.001%
2891,中國信託,"9,000","576,000",0.001%
2886,兆豐金融,"9,000","433,800",0.001%
3044,健鼎科技,"1,000","417,500",0.001%
2880,華南金融,"9,000","371,250",0.000%
2883,凱基金融,"9,000","274,050",0.000%
3036,文曄科技,"1,000","197,500",0.000%
