證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,650,000","8,376,750,000",14.739%
2327,國巨股份,"5,100,000","3,830,100,000",6.739%
2383,台光電子,"800,000","3,816,000,000",6.714%
8299,群聯電子,"1,430,000","3,217,500,000",5.661%
3037,欣興電子,"3,200,000","2,915,200,000",5.129%
2454,聯發科技,"650,000","2,645,500,000",4.655%
2408,南亞科技,"7,700,000","2,614,150,000",4.600%
3017,奇鋐科技,"900,000","2,313,000,000",4.070%
2345,智邦科技,"900,000","2,178,000,000",3.832%
6669,緯穎科技,"400,000","2,110,000,000",3.713%
2308,台達電子,"920,000","2,074,600,000",3.650%
6274,台燿科技,"1,280,000","1,964,800,000",3.457%
5274,信驊科技,"110,000","1,927,750,000",3.392%
7769,鴻勁精密,"270,000","1,899,450,000",3.342%
6223,旺矽科技,"330,000","1,819,950,000",3.202%
3189,景碩科技,"2,100,000","1,465,800,000",2.579%
8046,南亞電路,"1,750,000","1,454,250,000",2.559%
2059,川湖科技,"215,000","1,328,700,000",2.338%
2368,金像電子,"880,000","1,196,800,000",2.106%
3665,貿聯-KY,"550,000","1,152,250,000",2.027%
8996,高力熱處,"940,000","1,137,400,000",2.001%
2360,致茂電子,"450,000","1,102,500,000",1.940%
8210,勤誠興業,"800,000","1,100,000,000",1.935%
3042,台灣晶技,"5,200,000","1,094,600,000",1.926%
6805,富世達股,"540,000","1,023,300,000",1.800%
6515,穎崴科技,"1,000","8,380,000",0.015%
3711,日月光投,"9,000","4,860,000",0.009%
3653,健策精密,"1,000","3,820,000",0.007%
6510,中華精測,"1,000","3,565,000",0.006%
2382,廣達電腦,"9,000","3,388,500",0.006%
2449,京元電子,"9,000","2,596,500",0.005%
2317,鴻海精密,"9,000","2,425,500",0.004%
2313,華通電腦,"9,000","2,268,000",0.004%
2603,長榮海運,"9,000","2,016,000",0.004%
3231,緯創資通,"9,000","1,471,500",0.003%
5347,世界先進,"9,000","1,408,500",0.002%
2344,華邦電子,"9,000","1,386,000",0.002%
2337,旺宏電子,"9,000","1,291,500",0.002%
2404,漢唐集成,"1,000","1,110,000",0.002%
3324,雙鴻科技,"1,000","1,095,000",0.002%
2881,富邦金融,"9,000","1,044,000",0.002%
2882,國泰金融,"9,000","855,000",0.002%
1519,華城電機,"1,000","815,000",0.001%
2891,中國信託,"9,000","588,600",0.001%
2885,元大金融,"9,000","558,000",0.001%
3044,健鼎科技,"1,000","478,000",0.001%
3036,文曄科技,"1,000","250,000",0.000%
3045,台灣大哥,"1,000","115,000",0.000%
2412,中華電信,"1,000","138,500",0.000%
1303,南亞塑膠,"1,000","97,500",0.000%
