證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"2,330,000","4,194,000,000",19.150%
2408,南亞科技,"6,450,000","1,789,875,000",8.172%
8299,群聯電子,"880,000","1,751,200,000",7.996%
2308,台達電子,"1,000,000","1,215,000,000",5.548%
2383,台光電子,"600,000","1,113,000,000",5.082%
7769,鴻勁精密,"270,000","1,040,850,000",4.752%
5274,信驊科技,"100,000","979,000,000",4.470%
3665,貿聯-KY,"580,000","817,800,000",3.734%
3037,欣興電子,"2,100,000","808,500,000",3.692%
6274,台燿科技,"1,600,000","808,000,000",3.689%
6223,旺矽科技,"245,000","697,025,000",3.183%
2368,金像電子,"800,000","604,000,000",2.758%
6442,光紅建聖,"320,000","585,600,000",2.674%
3017,奇鋐科技,"340,000","555,900,000",2.538%
3653,健策精密,"175,000","549,500,000",2.509%
1519,華城電機,"550,000","520,850,000",2.378%
2449,京元電子,"1,700,000","498,950,000",2.278%
2345,智邦科技,"420,000","497,700,000",2.272%
8210,勤誠興業,"520,000","496,600,000",2.267%
3189,景碩科技,"2,000,000","492,000,000",2.246%
8358,金居開發,"1,800,000","445,500,000",2.034%
2404,漢唐集成,"470,000","439,920,000",2.009%
1303,南亞塑膠,"5,800,000","423,400,000",1.933%
6515,穎崴科技,"1,000","4,465,000",0.020%
6510,中華精測,"1,000","3,775,000",0.017%
6669,緯穎科技,"1,000","3,725,000",0.017%
3044,健鼎科技,"9,000","3,663,000",0.017%
3661,世芯-KY,"1,000","3,320,000",0.015%
2059,川湖科技,"1,000","3,105,000",0.014%
1477,聚陽實業,"9,000","2,835,000",0.013%
3711,日月光投,"9,000","2,718,000",0.012%
3443,創意電子,"1,000","2,705,000",0.012%
2382,廣達電腦,"9,000","2,488,500",0.011%
2317,鴻海精密,"9,000","1,948,500",0.009%
2454,聯發科技,"1,000","1,795,000",0.008%
2603,長榮海運,"9,000","1,665,000",0.008%
2301,光寶科技,"9,000","1,534,500",0.007%
6805,富世達股,"1,000","1,535,000",0.007%
2645,長榮航太,"9,000","1,435,500",0.007%
5347,世界先進,"9,000","1,219,500",0.006%
1590,亞德客-KY,"1,000","1,175,000",0.005%
3231,緯創資通,"9,000","1,156,500",0.005%
6781,AES-KY,"1,000","1,160,000",0.005%
3324,雙鴻科技,"1,000","1,005,000",0.005%
2881,富邦金融,"9,000","826,200",0.004%
2882,國泰金融,"9,000","672,300",0.003%
2891,中國信託,"9,000","459,900",0.002%
8464,億豐綜合,"1,000","413,500",0.002%
2885,元大金融,"9,000","378,000",0.002%
3036,文曄科技,"1,000","156,500",0.001%
