證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"4,000,000","9,400,000,000",12.646%
2383,台光電子,"1,300,000","6,259,500,000",8.421%
2408,南亞科技,"12,400,000","5,406,400,000",7.274%
2327,國巨股份,"7,500,000","4,687,500,000",6.306%
2454,聯發科技,"1,080,000","3,974,400,000",5.347%
3037,欣興電子,"4,250,000","3,604,000,000",4.849%
2059,川湖科技,"420,000","3,475,500,000",4.676%
6223,旺矽科技,"600,000","3,432,000,000",4.617%
2345,智邦科技,"1,500,000","3,360,000,000",4.520%
8046,南亞電路,"3,000,000","3,225,000,000",4.339%
6274,台燿科技,"2,150,000","2,698,250,000",3.630%
6669,緯穎科技,"450,000","2,585,250,000",3.478%
3711,日月光投,"4,200,000","2,553,600,000",3.436%
7769,鴻勁精密,"360,000","2,199,600,000",2.959%
3189,景碩科技,"3,000,000","2,130,000,000",2.866%
3017,奇鋐科技,"860,000","2,064,000,000",2.777%
8299,群聯電子,"1,100,000","2,002,000,000",2.693%
3026,禾伸堂企,"2,700,000","1,579,500,000",2.125%
6515,穎崴科技,"210,000","1,342,950,000",1.807%
3665,貿聯-KY,"590,000","1,268,500,000",1.707%
2303,聯華電子,"10,000,000","1,260,000,000",1.695%
5274,信驊科技,"80,500","1,182,947,500",1.591%
2308,台達電子,"660,000","1,158,300,000",1.558%
1303,南亞塑膠,"6,000,000","1,044,000,000",1.405%
2404,漢唐集成,"800,000","892,000,000",1.200%
2368,金像電子,"9,000","8,055,000",0.011%
4958,臻鼎-KY,"9,000","4,234,500",0.006%
3653,健策精密,"1,000","3,525,000",0.005%
2382,廣達電腦,"9,000","2,898,000",0.004%
6510,中華精測,"1,000","2,660,000",0.004%
2449,京元電子,"9,000","2,484,000",0.003%
2317,鴻海精密,"9,000","2,277,000",0.003%
2360,致茂電子,"1,000","2,100,000",0.003%
2603,長榮海運,"9,000","1,831,500",0.002%
2313,華通電腦,"9,253","1,845,974",0.002%
3231,緯創資通,"9,000","1,593,000",0.002%
5347,世界先進,"9,000","1,413,000",0.002%
2337,旺宏電子,"9,000","1,129,500",0.002%
2881,富邦金融,"9,000","1,170,000",0.002%
8996,高力熱處,"1,000","995,000",0.001%
2882,國泰金融,"9,000","886,500",0.001%
2357,華碩電腦,"1,000","760,000",0.001%
1519,華城電機,"1,000","727,000",0.001%
2891,中國信託,"9,000","567,000",0.001%
2885,元大金融,"9,000","582,300",0.001%
2886,兆豐金融,"9,000","444,600",0.001%
3044,健鼎科技,"1,000","390,500",0.001%
2880,華南金融,"9,000","372,600",0.001%
2883,凱基金融,"9,000","276,300",0.000%
3036,文曄科技,"1,000","203,500",0.000%
