證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,400,000","8,194,000,000",11.635%
2327,國巨股份,"6,150,000","7,011,000,000",9.955%
2383,台光電子,"850,000","4,581,500,000",6.505%
2408,南亞科技,"9,000,000","4,072,500,000",5.782%
3037,欣興電子,"3,600,000","3,852,000,000",5.469%
2454,聯發科技,"850,000","3,608,250,000",5.123%
8299,群聯電子,"1,500,000","3,577,500,000",5.080%
6274,台燿科技,"1,800,000","3,024,000,000",4.294%
6223,旺矽科技,"430,000","2,618,700,000",3.718%
2345,智邦科技,"1,000,000","2,495,000,000",3.543%
8046,南亞電路,"2,100,000","2,488,500,000",3.533%
3189,景碩科技,"2,650,000","2,361,150,000",3.353%
2303,聯華電子,"14,000,000","2,303,000,000",3.270%
2059,川湖科技,"310,000","2,281,600,000",3.240%
5274,信驊科技,"120,000","1,979,400,000",2.811%
7769,鴻勁精密,"300,000","1,941,000,000",2.756%
3711,日月光投,"2,700,000","1,836,000,000",2.607%
2492,華新科技,"3,200,000","1,808,000,000",2.567%
2344,華邦電子,"8,000,000","1,660,000,000",2.357%
6515,穎崴科技,"200,000","1,617,000,000",2.296%
8996,高力熱處,"620,000","961,000,000",1.365%
4958,臻鼎-KY,"1,500,000","945,000,000",1.342%
8210,勤誠興業,"690,000","886,650,000",1.259%
3665,貿聯-KY,"450,000","861,750,000",1.224%
2404,漢唐集成,"650,000","858,000,000",1.218%
6669,緯穎科技,"185,000","857,475,000",1.218%
3017,奇鋐科技,"9,000","22,725,000",0.032%
2308,台達電子,"9,000","17,550,000",0.025%
2368,金像電子,"9,000","10,800,000",0.015%
3653,健策精密,"1,000","3,430,000",0.005%
2382,廣達電腦,"9,000","3,312,000",0.005%
2449,京元電子,"9,000","3,037,500",0.004%
6510,中華精測,"1,000","3,035,000",0.004%
2317,鴻海精密,"9,000","2,259,000",0.003%
2360,致茂電子,"1,000","2,160,000",0.003%
2313,華通電腦,"9,000","2,092,500",0.003%
5347,世界先進,"9,000","1,944,000",0.003%
2603,長榮海運,"9,000","1,660,500",0.002%
3042,台灣晶技,"9,000","1,687,500",0.002%
3231,緯創資通,"9,000","1,426,500",0.002%
2337,旺宏電子,"9,000","1,399,500",0.002%
2881,富邦金融,"9,000","1,165,500",0.002%
3324,雙鴻科技,"1,000","1,010,000",0.001%
2882,國泰金融,"9,000","884,700",0.001%
1519,華城電機,"1,000","776,000",0.001%
2891,中國信託,"9,000","639,000",0.001%
2885,元大金融,"9,000","591,300",0.001%
3044,健鼎科技,"1,000","518,000",0.001%
3036,文曄科技,"1,000","214,000",0.000%
2412,中華電信,"1,000","141,500",0.000%
