證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,600,000","8,190,000,000",20.426%
2383,台光電子,"765,000","3,637,575,000",9.072%
3037,欣興電子,"3,200,000","2,915,200,000",7.270%
8299,群聯電子,"1,300,000","2,613,000,000",6.517%
2308,台達電子,"1,020,000","2,264,400,000",5.647%
2345,智邦科技,"730,000","1,828,650,000",4.561%
5274,信驊科技,"100,000","1,754,500,000",4.376%
3017,奇鋐科技,"580,000","1,673,300,000",4.173%
8046,南亞電路,"1,650,000","1,626,900,000",4.057%
2368,金像電子,"1,080,000","1,555,200,000",3.879%
2408,南亞科技,"6,200,000","1,469,400,000",3.665%
2454,聯發科技,"500,000","1,435,000,000",3.579%
7769,鴻勁精密,"250,000","1,345,000,000",3.354%
6223,旺矽科技,"260,000","1,342,900,000",3.349%
2327,國巨股份,"3,300,000","1,130,250,000",2.819%
3665,貿聯-KY,"380,000","1,117,200,000",2.786%
3189,景碩科技,"2,000,000","1,062,000,000",2.649%
3653,健策精密,"200,000","1,060,000,000",2.644%
3324,雙鴻科技,"510,000","606,900,000",1.514%
1590,亞德客-KY,"400,000","588,000,000",1.466%
2404,漢唐集成,"330,000","322,740,000",0.805%
6515,穎崴科技,"1,000","10,700,000",0.027%
6669,緯穎科技,"1,000","4,860,000",0.012%
3711,日月光投,"9,000","4,725,000",0.012%
2059,川湖科技,"1,000","4,055,000",0.010%
6510,中華精測,"1,000","3,780,000",0.009%
2449,京元電子,"9,000","2,992,500",0.007%
2382,廣達電腦,"9,000","2,862,000",0.007%
2313,華通電腦,"9,000","2,416,500",0.006%
2360,致茂電子,"1,000","2,310,000",0.006%
2317,鴻海精密,"9,000","2,047,500",0.005%
2603,長榮海運,"9,000","1,854,000",0.005%
2337,旺宏電子,"9,000","1,390,500",0.003%
5347,世界先進,"9,000","1,359,000",0.003%
3231,緯創資通,"9,000","1,264,500",0.003%
8210,勤誠興業,"1,000","1,150,000",0.003%
6274,台燿科技,"1,000","1,110,000",0.003%
1519,華城電機,"1,000","917,000",0.002%
2344,華邦電子,"9,000","858,600",0.002%
2881,富邦金融,"9,000","819,000",0.002%
2882,國泰金融,"9,000","685,800",0.002%
2885,元大金融,"9,000","477,900",0.001%
2891,中國信託,"9,000","476,100",0.001%
3044,健鼎科技,"1,000","465,500",0.001%
2890,永豐金融,"9,000","274,950",0.001%
3036,文曄科技,"1,000","210,500",0.001%
2412,中華電信,"1,000","135,500",0.000%
3045,台灣大哥,"1,000","110,500",0.000%
1303,南亞塑膠,"1,000","88,400",0.000%
5871,中租-KY,"1,000","115,000",0.000%
