證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,063,000,000",11.232%
2383,台光電子,"1,380,000","7,514,100,000",9.312%
2408,南亞科技,"13,800,000","7,148,400,000",8.859%
2059,川湖科技,"500,000","6,932,500,000",8.592%
3037,欣興電子,"5,000,000","4,865,000,000",6.029%
6669,緯穎科技,"1,730,020","4,515,352,200",5.596%
3017,奇鋐科技,"1,250,000","4,137,500,000",5.128%
2327,國巨股份,"7,500,000","4,050,000,000",5.019%
8046,南亞電路,"3,250,000","3,900,000,000",4.833%
2454,聯發科技,"900,000","3,847,500,000",4.768%
3189,景碩科技,"4,100,000","3,472,700,000",4.304%
2345,智邦科技,"1,450,000","3,103,000,000",3.846%
3081,聯亞光電,"900,000","3,055,500,000",3.787%
6274,台燿科技,"1,800,000","2,538,000,000",3.145%
5274,信驊科技,"140,500","2,490,362,500",3.086%
6223,旺矽科技,"380,000","2,010,200,000",2.491%
3653,健策精密,"340,000","1,961,800,000",2.431%
3026,禾伸堂企,"2,700,000","1,852,200,000",2.295%
8299,群聯電子,"780,000","1,610,700,000",1.996%
7769,鴻勁精密,"280,000","1,598,800,000",1.981%
3008,大立光電,"1,000","7,810,000",0.010%
3711,日月光投,"9,000","5,301,000",0.007%
2382,廣達電腦,"9,000","3,033,000",0.004%
2317,鴻海精密,"9,000","2,259,000",0.003%
2603,長榮海運,"9,000","2,110,500",0.003%
3665,貿聯-KY,"1,000","2,170,000",0.003%
2360,致茂電子,"1,000","1,975,000",0.002%
2308,台達電子,"1,000","1,730,000",0.002%
3231,緯創資通,"9,000","1,669,500",0.002%
5347,世界先進,"9,000","1,345,500",0.002%
2881,富邦金融,"9,000","1,291,500",0.002%
2303,聯華電子,"9,000","1,134,000",0.001%
2357,華碩電腦,"1,000","1,010,000",0.001%
2882,國泰金融,"9,000","981,000",0.001%
2379,瑞昱半導,"1,000","744,000",0.001%
2885,元大金融,"9,360","624,312",0.001%
2891,中國信託,"9,000","599,400",0.001%
3044,健鼎科技,"1,000","502,000",0.001%
2886,兆豐金融,"9,000","441,000",0.001%
2887,台新新光,"9,000","370,800",0.000%
2890,永豐金融,"9,000","379,350",0.000%
2880,華南金融,"9,090","390,870",0.000%
2449,京元電子,"1,450","392,225",0.000%
2884,玉山金融,"9,000","364,500",0.000%
2883,凱基金融,"9,000","319,500",0.000%
2313,華通電腦,"1,253","311,997",0.000%
2912,統一超商,"1,000","217,000",0.000%
3036,文曄科技,"1,000","187,000",0.000%
2412,中華電信,"1,000","137,500",0.000%
1216,統一企業,"1,000","76,600",0.000%
