證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,600,000","8,100,000,000",20.054%
2383,台光電子,"765,000","3,618,450,000",8.959%
3037,欣興電子,"3,200,000","2,889,600,000",7.154%
8299,群聯電子,"1,300,000","2,749,500,000",6.807%
2308,台達電子,"940,000","2,035,100,000",5.039%
2345,智邦科技,"730,000","1,821,350,000",4.509%
5274,信驊科技,"100,000","1,779,000,000",4.405%
8046,南亞電路,"1,650,000","1,645,050,000",4.073%
2368,金像電子,"1,080,000","1,598,400,000",3.957%
2408,南亞科技,"6,200,000","1,590,300,000",3.937%
2454,聯發科技,"500,000","1,577,500,000",3.906%
3017,奇鋐科技,"580,000","1,568,900,000",3.884%
7769,鴻勁精密,"250,000","1,400,000,000",3.466%
6223,旺矽科技,"260,000","1,300,000,000",3.219%
2327,國巨股份,"3,300,000","1,150,050,000",2.847%
3665,貿聯-KY,"380,000","1,092,500,000",2.705%
3189,景碩科技,"2,000,000","1,054,000,000",2.610%
3653,健策精密,"200,000","956,000,000",2.367%
3324,雙鴻科技,"510,000","596,700,000",1.477%
1590,亞德客-KY,"400,000","576,000,000",1.426%
6669,緯穎科技,"90,000","427,950,000",1.060%
2404,漢唐集成,"330,000","322,410,000",0.798%
6515,穎崴科技,"1,000","10,055,000",0.025%
3711,日月光投,"9,000","4,680,000",0.012%
2059,川湖科技,"1,000","4,140,000",0.010%
6510,中華精測,"1,000","3,660,000",0.009%
2449,京元電子,"9,000","3,186,000",0.008%
2382,廣達電腦,"9,000","2,889,000",0.007%
2313,華通電腦,"9,000","2,470,500",0.006%
2360,致茂電子,"1,000","2,235,000",0.006%
2317,鴻海精密,"9,000","2,155,500",0.005%
2603,長榮海運,"9,000","1,872,000",0.005%
2337,旺宏電子,"9,000","1,444,500",0.004%
5347,世界先進,"9,000","1,386,000",0.003%
8210,勤誠興業,"1,000","1,265,000",0.003%
3231,緯創資通,"9,000","1,278,000",0.003%
6274,台燿科技,"1,000","1,220,000",0.003%
2344,華邦電子,"9,000","889,200",0.002%
1519,華城電機,"1,000","895,000",0.002%
2881,富邦金融,"9,000","829,800",0.002%
2882,國泰金融,"9,000","694,800",0.002%
2885,元大金融,"9,000","498,600",0.001%
2891,中國信託,"9,000","481,500",0.001%
3044,健鼎科技,"1,000","484,500",0.001%
2890,永豐金融,"9,000","275,850",0.001%
3036,文曄科技,"1,000","209,000",0.001%
2412,中華電信,"1,000","136,000",0.000%
3045,台灣大哥,"1,000","110,500",0.000%
1303,南亞塑膠,"1,000","94,000",0.000%
5871,中租-KY,"1,000","115,000",0.000%
