證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,600,000","7,686,000,000",20.340%
2383,台光電子,"765,000","3,476,925,000",9.201%
3037,欣興電子,"3,200,000","2,825,600,000",7.478%
8299,群聯電子,"1,300,000","2,470,000,000",6.537%
2308,台達電子,"1,020,000","2,208,300,000",5.844%
2345,智邦科技,"730,000","1,664,400,000",4.405%
8046,南亞電路,"1,650,000","1,658,250,000",4.388%
5274,信驊科技,"100,000","1,647,500,000",4.360%
3017,奇鋐科技,"570,000","1,615,950,000",4.276%
2368,金像電子,"1,080,000","1,501,200,000",3.973%
2408,南亞科技,"6,200,000","1,336,100,000",3.536%
2454,聯發科技,"500,000","1,305,000,000",3.454%
6223,旺矽科技,"260,000","1,280,500,000",3.389%
7769,鴻勁精密,"250,000","1,236,250,000",3.272%
3653,健策精密,"200,000","1,076,000,000",2.847%
3189,景碩科技,"2,000,000","1,056,000,000",2.795%
3665,貿聯-KY,"380,000","1,052,600,000",2.786%
2327,國巨股份,"3,200,000","1,014,400,000",2.684%
1590,亞德客-KY,"400,000","582,000,000",1.540%
2404,漢唐集成,"330,000","313,500,000",0.830%
6515,穎崴科技,"1,000","10,385,000",0.027%
6669,緯穎科技,"1,000","4,675,000",0.012%
3711,日月光投,"9,000","4,302,000",0.011%
2059,川湖科技,"1,000","3,910,000",0.010%
6510,中華精測,"1,000","3,440,000",0.009%
2382,廣達電腦,"9,000","2,812,500",0.007%
2449,京元電子,"9,000","2,722,500",0.007%
2313,華通電腦,"9,000","2,200,500",0.006%
2360,致茂電子,"1,000","2,120,000",0.006%
2317,鴻海精密,"9,000","1,975,500",0.005%
2603,長榮海運,"9,000","1,818,000",0.005%
2337,旺宏電子,"9,000","1,386,000",0.004%
5347,世界先進,"9,000","1,309,500",0.003%
3231,緯創資通,"9,000","1,233,000",0.003%
8210,勤誠興業,"1,000","1,130,000",0.003%
6274,台燿科技,"1,000","1,010,000",0.003%
1519,華城電機,"1,000","888,000",0.002%
2344,華邦電子,"9,000","808,200",0.002%
2881,富邦金融,"9,000","810,000",0.002%
2882,國泰金融,"9,000","694,800",0.002%
2885,元大金融,"9,000","469,800",0.001%
2891,中國信託,"9,000","470,700",0.001%
3044,健鼎科技,"1,000","448,500",0.001%
2890,永豐金融,"9,000","278,550",0.001%
3036,文曄科技,"1,000","204,000",0.001%
2412,中華電信,"1,000","136,000",0.000%
5871,中租-KY,"1,000","115,500",0.000%
3045,台灣大哥,"1,000","111,500",0.000%
1303,南亞塑膠,"1,000","89,600",0.000%
6505,台塑石化,"1,000","56,400",0.000%
