證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"4,000,000","9,620,000,000",12.355%
2383,台光電子,"1,300,000","6,623,500,000",8.507%
2408,南亞科技,"12,400,000","5,282,400,000",6.784%
2327,國巨股份,"7,500,000","5,220,000,000",6.704%
2454,聯發科技,"1,000,000","3,875,000,000",4.977%
3037,欣興電子,"4,250,000","3,808,000,000",4.891%
6223,旺矽科技,"600,000","3,750,000,000",4.816%
8046,南亞電路,"3,000,000","3,690,000,000",4.739%
2345,智邦科技,"1,500,000","3,487,500,000",4.479%
2059,川湖科技,"400,000","3,280,000,000",4.213%
6274,台燿科技,"2,150,000","2,870,250,000",3.686%
3711,日月光投,"4,200,000","2,725,800,000",3.501%
6669,緯穎科技,"450,000","2,461,500,000",3.161%
3189,景碩科技,"3,000,000","2,355,000,000",3.025%
7769,鴻勁精密,"360,000","2,327,400,000",2.989%
8299,群聯電子,"1,100,000","2,112,000,000",2.712%
3017,奇鋐科技,"860,000","2,098,400,000",2.695%
3026,禾伸堂企,"2,700,000","1,881,900,000",2.417%
6515,穎崴科技,"210,000","1,388,100,000",1.783%
2303,聯華電子,"10,000,000","1,385,000,000",1.779%
3665,貿聯-KY,"590,000","1,348,150,000",1.731%
5274,信驊科技,"80,500","1,250,970,000",1.607%
2308,台達電子,"660,000","1,240,800,000",1.594%
1303,南亞塑膠,"6,000,000","1,182,000,000",1.518%
2404,漢唐集成,"800,000","932,000,000",1.197%
6488,環球晶圓,"300,000","336,000,000",0.432%
2368,金像電子,"9,000","8,469,000",0.011%
4958,臻鼎-KY,"9,000","4,554,000",0.006%
3653,健策精密,"1,000","3,710,000",0.005%
2382,廣達電腦,"9,000","3,024,000",0.004%
6510,中華精測,"1,000","2,760,000",0.004%
2449,京元電子,"9,000","2,574,000",0.003%
2317,鴻海精密,"9,000","2,317,500",0.003%
2360,致茂電子,"1,000","2,155,000",0.003%
2313,華通電腦,"9,253","1,980,142",0.003%
2603,長榮海運,"9,000","1,831,500",0.002%
3231,緯創資通,"9,000","1,561,500",0.002%
5347,世界先進,"9,000","1,516,500",0.002%
2881,富邦金融,"9,000","1,156,500",0.001%
2337,旺宏電子,"9,000","1,165,500",0.001%
8996,高力熱處,"1,000","1,075,000",0.001%
2882,國泰金融,"9,000","875,700",0.001%
1519,華城電機,"1,000","705,000",0.001%
2885,元大金融,"9,000","569,700",0.001%
2891,中國信託,"9,000","571,500",0.001%
2886,兆豐金融,"9,000","433,350",0.001%
3044,健鼎科技,"1,000","406,000",0.001%
2880,華南金融,"9,000","371,250",0.000%
2883,凱基金融,"9,000","277,650",0.000%
3036,文曄科技,"1,000","207,500",0.000%
