證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,272,000,000",11.187%
2383,台光電子,"1,380,000","7,783,200,000",9.391%
2408,南亞科技,"13,800,000","7,148,400,000",8.625%
2059,川湖科技,"500,000","7,075,000,000",8.536%
3037,欣興電子,"5,000,000","4,855,000,000",5.858%
6669,緯穎科技,"580,000","4,524,000,000",5.458%
3017,奇鋐科技,"1,250,000","4,262,500,000",5.143%
2327,國巨股份,"7,500,000","4,260,000,000",5.140%
8046,南亞電路,"3,250,000","3,981,250,000",4.803%
2454,聯發科技,"900,000","3,883,500,000",4.686%
3189,景碩科技,"4,100,000","3,583,400,000",4.323%
2345,智邦科技,"1,600,000","3,528,000,000",4.257%
3081,聯亞光電,"900,000","3,082,500,000",3.719%
6274,台燿科技,"2,000,000","2,900,000,000",3.499%
5274,信驊科技,"120,500","2,062,960,000",2.489%
6223,旺矽科技,"380,000","2,055,800,000",2.480%
3653,健策精密,"340,000","2,000,900,000",2.414%
3026,禾伸堂企,"2,700,000","1,973,700,000",2.381%
8299,群聯電子,"880,000","1,870,000,000",2.256%
7769,鴻勁精密,"300,000","1,761,000,000",2.125%
3008,大立光電,"1,000","7,580,000",0.009%
3711,日月光投,"9,000","5,490,000",0.007%
2382,廣達電腦,"9,000","3,078,000",0.004%
2317,鴻海精密,"9,000","2,304,000",0.003%
3665,貿聯-KY,"1,000","2,315,000",0.003%
2603,長榮海運,"9,000","2,142,000",0.003%
2360,致茂電子,"1,000","2,030,000",0.002%
2308,台達電子,"1,000","1,865,000",0.002%
3231,緯創資通,"9,000","1,638,000",0.002%
5347,世界先進,"9,000","1,381,500",0.002%
2881,富邦金融,"9,000","1,305,000",0.002%
2303,聯華電子,"9,000","1,192,500",0.001%
2357,華碩電腦,"1,000","1,010,000",0.001%
2882,國泰金融,"9,000","999,000",0.001%
2379,瑞昱半導,"1,000","744,000",0.001%
2885,元大金融,"9,360","624,312",0.001%
2891,中國信託,"9,000","598,500",0.001%
3044,健鼎科技,"1,000","503,000",0.001%
2886,兆豐金融,"9,000","436,500",0.001%
2887,台新新光,"9,000","362,700",0.000%
2890,永豐金融,"9,000","373,500",0.000%
2880,華南金融,"9,090","381,326",0.000%
2449,京元電子,"1,450","404,550",0.000%
2884,玉山金融,"9,000","359,100",0.000%
2883,凱基金融,"9,000","314,550",0.000%
2313,華通電腦,"1,253","315,756",0.000%
2912,統一超商,"1,000","216,000",0.000%
3036,文曄科技,"1,000","196,000",0.000%
2412,中華電信,"1,000","136,000",0.000%
1216,統一企業,"1,000","76,200",0.000%
