證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,650,000","8,103,000,000",18.429%
2383,台光電子,"765,000","3,771,450,000",8.577%
8299,群聯電子,"1,360,000","3,563,200,000",8.104%
3037,欣興電子,"3,200,000","2,854,400,000",6.492%
2408,南亞科技,"7,100,000","2,279,100,000",5.183%
2327,國巨股份,"4,700,000","1,974,000,000",4.490%
2308,台達電子,"900,000","1,948,500,000",4.432%
2345,智邦科技,"800,000","1,948,000,000",4.430%
7769,鴻勁精密,"250,000","1,860,000,000",4.230%
5274,信驊科技,"100,000","1,782,000,000",4.053%
2454,聯發科技,"500,000","1,747,500,000",3.974%
6669,緯穎科技,"290,000","1,618,200,000",3.680%
3017,奇鋐科技,"610,000","1,576,850,000",3.586%
6223,旺矽科技,"260,000","1,487,200,000",3.382%
2368,金像電子,"1,080,000","1,458,000,000",3.316%
8046,南亞電路,"1,650,000","1,452,000,000",3.302%
3665,貿聯-KY,"470,000","1,175,000,000",2.672%
3189,景碩科技,"1,250,000","621,875,000",1.414%
8210,勤誠興業,"401,000","609,520,000",1.386%
8996,高力熱處,"590,000","604,750,000",1.375%
1590,亞德客-KY,"400,000","592,000,000",1.346%
3653,健策精密,"89,000","314,170,000",0.715%
6515,穎崴科技,"1,000","9,875,000",0.022%
2059,川湖科技,"1,000","5,250,000",0.012%
3711,日月光投,"9,000","4,932,000",0.011%
6510,中華精測,"1,000","3,775,000",0.009%
2382,廣達電腦,"9,000","3,064,500",0.007%
2449,京元電子,"9,000","2,745,000",0.006%
2360,致茂電子,"1,000","2,405,000",0.005%
2317,鴻海精密,"9,000","2,259,000",0.005%
2313,華通電腦,"9,000","2,133,000",0.005%
2603,長榮海運,"9,000","1,890,000",0.004%
2337,旺宏電子,"9,000","1,512,000",0.003%
5347,世界先進,"9,000","1,512,000",0.003%
6274,台燿科技,"1,000","1,450,000",0.003%
3231,緯創資通,"9,000","1,264,500",0.003%
3324,雙鴻科技,"1,000","1,065,000",0.002%
2344,華邦電子,"9,000","1,098,000",0.002%
2404,漢唐集成,"1,000","1,025,000",0.002%
1519,華城電機,"1,000","895,000",0.002%
2881,富邦金融,"9,000","852,300",0.002%
2882,國泰金融,"9,000","695,700",0.002%
3044,健鼎科技,"1,000","529,000",0.001%
2891,中國信託,"9,000","494,100",0.001%
2885,元大金融,"9,000","502,200",0.001%
2890,永豐金融,"9,000","274,950",0.001%
3036,文曄科技,"1,000","284,000",0.001%
2412,中華電信,"1,000","137,500",0.000%
3045,台灣大哥,"1,000","112,000",0.000%
1303,南亞塑膠,"1,000","86,500",0.000%
