證券代號,證券名稱,股數,金額,權重(%)
2330,台灣積體,"3,800,000","9,386,000,000",11.801%
2383,台光電子,"1,380,000","7,369,200,000",9.265%
2408,南亞科技,"13,800,000","7,327,800,000",9.213%
2059,川湖科技,"500,000","6,260,000,000",7.871%
3037,欣興電子,"5,000,000","4,770,000,000",5.997%
2327,國巨股份,"7,500,000","4,252,500,000",5.347%
2454,聯發科技,"900,000","4,239,000,000",5.330%
3017,奇鋐科技,"1,250,000","4,106,250,000",5.163%
6669,緯穎科技,"1,730,020","4,048,246,800",5.090%
8046,南亞電路,"3,250,000","3,331,250,000",4.188%
3189,景碩科技,"4,100,000","3,280,000,000",4.124%
2345,智邦科技,"1,450,000","2,834,750,000",3.564%
5274,信驊科技,"140,500","2,700,410,000",3.395%
3081,聯亞光電,"900,000","2,578,500,000",3.242%
6274,台燿科技,"1,800,000","2,421,000,000",3.044%
6223,旺矽科技,"380,000","2,202,100,000",2.769%
3026,禾伸堂企,"2,700,000","2,016,900,000",2.536%
7769,鴻勁精密,"280,000","1,951,600,000",2.454%
3653,健策精密,"340,000","1,887,000,000",2.373%
8299,群聯電子,"780,000","1,626,300,000",2.045%
3008,大立光電,"1,000","6,500,000",0.008%
3711,日月光投,"9,000","5,562,000",0.007%
2382,廣達電腦,"9,000","2,952,000",0.004%
2360,致茂電子,"1,000","2,265,000",0.003%
2317,鴻海精密,"9,000","2,263,500",0.003%
2603,長榮海運,"9,000","2,061,000",0.003%
3665,貿聯-KY,"1,000","1,935,000",0.002%
2308,台達電子,"1,000","1,805,000",0.002%
3231,緯創資通,"9,000","1,678,500",0.002%
5347,世界先進,"9,000","1,368,000",0.002%
2881,富邦金融,"9,000","1,341,000",0.002%
2303,聯華電子,"9,000","1,233,000",0.002%
2357,華碩電腦,"1,000","968,000",0.001%
2882,國泰金融,"9,000","1,021,500",0.001%
2885,元大金融,"9,360","660,816",0.001%
2379,瑞昱半導,"1,000","692,000",0.001%
2891,中國信託,"9,000","613,800",0.001%
3044,健鼎科技,"1,000","484,000",0.001%
2884,玉山金融,"9,000","409,950",0.001%
2886,兆豐金融,"9,000","455,400",0.001%
2880,華南金融,"9,090","410,414",0.001%
2883,凱基金融,"9,000","335,700",0.000%
2887,台新新光,"9,000","385,200",0.000%
2890,永豐金融,"9,000","391,050",0.000%
2449,京元電子,"1,450","389,325",0.000%
2313,華通電腦,"1,253","289,443",0.000%
2912,統一超商,"1,000","217,000",0.000%
3036,文曄科技,"1,000","189,500",0.000%
2412,中華電信,"1,000","139,000",0.000%
1216,統一企業,"1,000","76,700",0.000%
